trial_nr	onset	event_type	phase	response	nr_frames	subject	block	signal_present	signal_orientation	signal_opacity	correct	miniblock	blinkDuringTrial	RT	trial	confidence	key	RT_   0	onset_abs	duration
0	224.41007900238037	blockStart	0	-1	2118.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0			238.6593770980835	56.03275513648987
0	280.44283413887024	baseline_window	1	-1	57.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0			294.69213223457336	1.5083668231964111
0	281.95120096206665	stimulus_window	2	-1	6.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	0.0	-1.0			296.2004990577698	0.19999313354492188
0	282.1511940956116	response_window	3	-1	46.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	0.0	-1.0			296.4004921913147	1.2081470489501953
0	283.35934114456177	feedback_window	4	-1	9.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	0.0	-1.0			297.6086392402649	0.30002498626708984
0	283.65936613082886	ITI_window	5	-1	19.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	0.0	-1.0			297.908664226532	0.6336269378662109
1	284.29299306869507	blockStart	0	-1	0.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	1.0	-1.0			298.5422911643982	0.002501964569091797
1	284.29549503326416	baseline_window	1	-1	18.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	1.0	-1.0			298.5447931289673	0.48898887634277344
1	284.78448390960693	stimulus_window	2	-1	6.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	1.0	-1.0			299.03378200531006	0.1913301944732666
1	284.9758141040802	response_window	3	-1	43.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	1.0	-1.0			299.2251121997833	1.208698034286499
1	286.1845121383667	feedback_window	4	-1	9.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	1.0	-1.0			300.4338102340698	0.3001258373260498
1	286.48463797569275	ITI_window	5	-1	24.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	1.0	-1.0			300.7339360713959	0.7661480903625488
2	287.2507860660553	blockStart	0	-1	0.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	2.0	-1.0			301.5000841617584	0.002585887908935547
2	287.25337195396423	baseline_window	1	-1	19.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	2.0	-1.0			301.50267004966736	0.4889981746673584
2	287.7423701286316	stimulus_window	2	-1	7.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	2.0	-1.0			301.9916682243347	0.20023679733276367
2	287.94260692596436	response_window	3	-1	7.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	2.0	-1.0			302.1919050216675	0.19188714027404785
2	288.0959300994873	response	3	0	7						1.0			0.3535599708557129		1.0	1		302.34522819519043	
2	288.1344940662384	feedback_window	4	0	10.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0		2.0	1.0		0.3535599708557129	302.3837921619415	0.3078620433807373
2	288.44235610961914	ITI_window	5	0	30.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0		2.0	1.0		0.3535599708557129	302.69165420532227	0.8334150314331055
3	289.27577114105225	blockStart	0	-1	0.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	3.0	-1.0			303.52506923675537	0.0026388168334960938
3	289.27840995788574	baseline_window	1	-1	18.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	3.0	-1.0			303.52770805358887	0.4727439880371094
3	289.75115394592285	stimulus_window	2	-1	6.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	3.0	-1.0			304.000452041626	0.19122910499572754
3	289.9423830509186	response_window	3	-1	9.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	3.0	-1.0			304.1916811466217	0.24210786819458008
3	290.14620208740234	response	3	0	9						1.0			0.3950481414794922		1.0	1		304.39550018310547	
3	290.18449091911316	feedback_window	4	0	10.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0		3.0	1.0		0.3950481414794922	304.4337890148163	0.3082141876220703
3	290.49270510673523	ITI_window	5	0	21.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0		3.0	1.0		0.3950481414794922	304.74200320243835	0.6415379047393799
4	291.1342430114746	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.010000000000000002	-1.0	0.0	0.0	-1.0	4.0	-1.0			305.38354110717773	0.002501964569091797
4	291.1367449760437	baseline_window	1	-1	19.0	01	0.0	1.0	0.0	0.010000000000000002	-1.0	0.0	0.0	-1.0	4.0	-1.0			305.3860430717468	0.4977149963378906
4	291.6344599723816	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.010000000000000002	-1.0	0.0	0.0	-1.0	4.0	-1.0			305.8837580680847	0.19178414344787598
4	291.82624411582947	response_window	3	-1	14.0	01	0.0	1.0	0.0	0.010000000000000002	-1.0	0.0	1.0	-1.0	4.0	-1.0			306.0755422115326	0.36637091636657715
4	292.1550829410553	response	3	0	14						0.0			0.520622968673706		0.0	3		306.4043810367584	
4	292.19261503219604	feedback_window	4	0	11.0	01	0.0	1.0	0.0	0.010000000000000002	0.0	0.0	1.0	0.520622968673706	4.0	0.0			306.44191312789917	0.308182954788208
4	292.50079798698425	ITI_window	5	0	22.0	01	0.0	1.0	0.0	0.010000000000000002	0.0	0.0	1.0	0.520622968673706	4.0	0.0			306.7500960826874	0.6416089534759521
5	293.1424069404602	blockStart	0	-1	0.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	5.0	-1.0			307.39170503616333	0.002498149871826172
5	293.14490509033203	baseline_window	1	-1	19.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	5.0	-1.0			307.39420318603516	0.48078203201293945
5	293.62568712234497	stimulus_window	2	-1	7.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	5.0	-1.0			307.8749852180481	0.20000600814819336
5	293.82569313049316	response_window	3	-1	8.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	5.0	-1.0			308.0749912261963	0.2169017791748047
5	294.0042390823364	response	3	0	8						1.0			0.3785519599914551		0.0	3		308.25353717803955	
5	294.04259490966797	feedback_window	4	0	11.0	01	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.3785519599914551	5.0	0.0			308.2918930053711	0.3251800537109375
5	294.3677749633789	ITI_window	5	0	30.0	01	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.3785519599914551	5.0	0.0			308.61707305908203	0.8418750762939453
6	295.20965003967285	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			309.458948135376	0.002526998519897461
6	295.21217703819275	baseline_window	1	-1	18.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			309.4614751338959	0.48044300079345703
6	295.6926200389862	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			309.94191813468933	0.19147491455078125
6	295.884094953537	response_window	3	-1	7.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	6.0	-1.0			310.1333930492401	0.20032906532287598
6	296.0377690792084	response	3	0	7						0.0			0.34514904022216797		1.0	1		310.2870671749115	
6	296.08442401885986	feedback_window	4	0	11.0	01	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	0.0		6.0	1.0		0.34514904022216797	310.333722114563	0.3166770935058594
6	296.4011011123657	ITI_window	5	0	23.0	01	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	0.0		6.0	1.0		0.34514904022216797	310.65039920806885	0.641258955001831
7	297.04236006736755	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			311.2916581630707	0.002618074417114258
7	297.04497814178467	baseline_window	1	-1	19.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			311.2942762374878	0.4894528388977051
7	297.5344309806824	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			311.7837290763855	0.1915140151977539
7	297.7259449958801	response_window	3	-1	13.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	7.0	-1.0			311.97524309158325	0.341778039932251
7	298.0291941165924	response	3	0	13						0.0			0.4947631359100342		1.0	1		312.27849221229553	
7	298.0677230358124	feedback_window	4	0	11.0	01	0.0	1.0	1.0	0.030000000000000006	0.0	0.0	0.0		7.0	1.0		0.4947631359100342	312.3170211315155	0.3166959285736084
7	298.384418964386	ITI_window	5	0	34.0	01	0.0	1.0	1.0	0.030000000000000006	0.0	0.0	0.0		7.0	1.0		0.4947631359100342	312.6337170600891	0.9745371341705322
8	299.3589560985565	blockStart	0	-1	0.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			313.60825419425964	0.0025780200958251953
8	299.36153411865234	baseline_window	1	-1	19.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	8.0	-1.0			313.61083221435547	0.49742698669433594
8	299.8589611053467	stimulus_window	2	-1	7.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	8.0	-1.0			314.1082592010498	0.19223499298095703
8	300.05119609832764	response_window	3	-1	20.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	8.0	-1.0			314.30049419403076	0.5498449802398682
8	300.56294798851013	response	3	0	20						1.0			0.7039868831634521		1.0	1		314.81224608421326	
8	300.6010410785675	feedback_window	4	0	10.0	01	0.0	0.0	0.0	0.0	1.0	0.0	1.0		8.0	1.0		0.7039868831634521	314.85033917427063	0.3333709239959717
8	300.9344120025635	ITI_window	5	0	23.0	01	0.0	0.0	0.0	0.0	1.0	0.0	1.0		8.0	1.0		0.7039868831634521	315.1837100982666	0.766538143157959
9	301.70095014572144	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			315.95024824142456	0.0025658607482910156
9	301.7035160064697	baseline_window	1	-1	17.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			315.95281410217285	0.472398042678833
9	302.17591404914856	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	0.0	-1.0	9.0	-1.0			316.4252121448517	0.19997286796569824
9	302.37588691711426	response_window	3	-1	27.0	01	0.0	1.0	1.0	0.030000000000000006	-1.0	0.0	1.0	-1.0	9.0	-1.0			316.6251850128174	0.725161075592041
9	303.06273794174194	response	3	0	27						0.0			0.8868238925933838		0.0	3		317.31203603744507	
9	303.1010479927063	feedback_window	4	0	11.0	01	0.0	1.0	1.0	0.030000000000000006	0.0	0.0	1.0	0.8868238925933838	9.0	0.0			317.3503460884094	0.3162980079650879
9	303.4173460006714	ITI_window	5	0	34.0	01	0.0	1.0	1.0	0.030000000000000006	0.0	0.0	1.0	0.8868238925933838	9.0	0.0			317.6666440963745	0.9834620952606201
10	304.400808095932	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			318.65010619163513	0.0025658607482910156
10	304.4033739566803	baseline_window	1	-1	19.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	10.0	-1.0			318.6526720523834	0.48915910720825195
10	304.89253306388855	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	1.0	-1.0	10.0	-1.0			319.1418311595917	0.19148707389831543
10	305.08402013778687	response_window	3	-1	23.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	1.0	-1.0	10.0	-1.0			319.33331823349	0.5918209552764893
10	305.63776111602783	response	3	0	23						0.0			0.7452280521392822		0.0	3		319.88705921173096	
10	305.67584109306335	feedback_window	4	0	11.0	01	0.0	1.0	0.0	0.005	0.0	0.0	1.0	0.7452280521392822	10.0	0.0			319.9251391887665	0.2997109889984131
10	305.97555208206177	ITI_window	5	0	19.0	01	0.0	1.0	0.0	0.005	0.0	0.0	1.0	0.7452280521392822	10.0	0.0			320.2248501777649	0.6334428787231445
11	306.6089949607849	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			320.85829305648804	0.0025560855865478516
11	306.61155104637146	baseline_window	1	-1	17.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	0.0	-1.0	11.0	-1.0			320.8608491420746	0.47279787063598633
11	307.08434891700745	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	1.0	-1.0	11.0	-1.0			321.33364701271057	0.19120121002197266
11	307.2755501270294	response_window	3	-1	23.0	01	0.0	1.0	1.0	0.015000000000000003	-1.0	0.0	1.0	-1.0	11.0	-1.0			321.52484822273254	0.6002798080444336
11	307.8377299308777	response	3	0	23						0.0			0.7533810138702393		0.0	3		322.0870280265808	
11	307.87582993507385	feedback_window	4	0	10.0	01	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	1.0	0.7533810138702393	11.0	0.0			322.125128030777	0.29973316192626953
11	308.1755630970001	ITI_window	5	0	25.0	01	0.0	1.0	1.0	0.015000000000000003	0.0	0.0	1.0	0.7533810138702393	11.0	0.0			322.42486119270325	0.7000758647918701
12	308.875638961792	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			323.1249370574951	0.002451181411743164
12	308.87809014320374	baseline_window	1	-1	19.0	01	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	12.0	-1.0			323.12738823890686	0.4895777702331543
12	309.3676679134369	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	12.0	-1.0			323.61696600914	0.20000505447387695
12	309.56767296791077	response_window	3	-1	22.0	01	0.0	1.0	1.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	12.0	-1.0			323.8169710636139	0.5666439533233643
12	310.10088992118835	response	3	0	22						0.0			0.7332220077514648		0.0	3		324.3501880168915	
12	310.13431692123413	feedback_window	4	0	11.0	01	0.0	1.0	1.0	0.020000000000000004	0.0	0.0	1.0	0.7332220077514648	12.0	0.0			324.38361501693726	0.3078281879425049
12	310.44214510917664	ITI_window	5	0	30.0	01	0.0	1.0	1.0	0.020000000000000004	0.0	0.0	1.0	0.7332220077514648	12.0	0.0			324.69144320487976	0.8666930198669434
13	311.3088381290436	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			325.5581362247467	0.002496004104614258
13	311.3113341331482	baseline_window	1	-1	19.0	01	0.0	1.0	1.0	0.05	-1.0	0.0	0.0	-1.0	13.0	-1.0			325.5606322288513	0.48967480659484863
13	311.80100893974304	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.05	-1.0	0.0	1.0	-1.0	13.0	-1.0			326.05030703544617	0.19165706634521484
13	311.99266600608826	response_window	3	-1	15.0	01	0.0	1.0	1.0	0.05	-1.0	0.0	1.0	-1.0	13.0	-1.0			326.2419641017914	0.3916590213775635
13	312.3458049297333	response	3	1	15						1.0			0.5447959899902344		0.0	4		326.5951030254364	
13	312.3843250274658	feedback_window	4	1	10.0	01	0.0	1.0	1.0	0.05	1.0	0.0	1.0	0.5447959899902344	13.0	0.0			326.63362312316895	0.2996349334716797
13	312.6839599609375	ITI_window	5	1	27.0	01	0.0	1.0	1.0	0.05	1.0	0.0	1.0	0.5447959899902344	13.0	0.0			326.9332580566406	0.7502391338348389
14	313.43419909477234	blockStart	0	-1	0.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			327.68349719047546	0.0024628639221191406
14	313.43666195869446	baseline_window	1	-1	18.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	14.0	-1.0			327.6859600543976	0.480942964553833
14	313.9176049232483	stimulus_window	2	-1	6.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	14.0	-1.0			328.1669030189514	0.19998812675476074
14	314.11759305000305	response_window	3	-1	29.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	14.0	-1.0			328.3668911457062	0.8000349998474121
14	314.8712019920349	response	3	0	29						1.0			0.9535970687866211		0.0	3		329.12050008773804	
14	314.91762804985046	feedback_window	4	0	10.0	01	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9535970687866211	14.0	0.0			329.1669261455536	0.33330702781677246
14	315.25093507766724	ITI_window	5	0	25.0	01	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.9535970687866211	14.0	0.0			329.50023317337036	0.8330788612365723
15	316.0840139389038	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			330.33331203460693	0.0025320053100585938
15	316.08654594421387	baseline_window	1	-1	18.0	01	0.0	1.0	0.0	0.04	-1.0	0.0	0.0	-1.0	15.0	-1.0			330.335844039917	0.4892711639404297
15	316.5758171081543	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.04	-1.0	0.0	1.0	-1.0	15.0	-1.0			330.8251152038574	0.1999678611755371
15	316.77578496932983	response_window	3	-1	24.0	01	0.0	1.0	0.0	0.04	-1.0	0.0	1.0	-1.0	15.0	-1.0			331.02508306503296	0.6333191394805908
15	317.3709499835968	response	3	1	24						1.0			0.7951328754425049		1.0	2		331.6202480792999	
15	317.4091041088104	feedback_window	4	1	10.0	01	0.0	1.0	0.0	0.04	1.0	0.0	1.0	0.7951328754425049	15.0	1.0			331.65840220451355	0.3333549499511719
15	317.7424590587616	ITI_window	5	1	19.0	01	0.0	1.0	0.0	0.04	1.0	0.0	1.0	0.7951328754425049	15.0	1.0			331.9917571544647	0.6082649230957031
16	318.3507239818573	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			332.6000220775604	0.0026099681854248047
16	318.3533339500427	baseline_window	1	-1	17.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	16.0	-1.0			332.60263204574585	0.4724311828613281
16	318.82576513290405	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	16.0	-1.0			333.0750632286072	0.19999480247497559
16	319.025759935379	response_window	3	-1	40.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	16.0	-1.0			333.27505803108215	1.1251451969146729
16	320.11776995658875	response	3	1	40						1.0			1.2920048236846924		0.0	4		334.36706805229187	
16	320.1509051322937	feedback_window	4	1	10.0	01	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	1.0	1.2920048236846924	16.0	0.0			334.4002032279968	0.3333098888397217
16	320.4842150211334	ITI_window	5	1	29.0	01	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	1.0	1.2920048236846924	16.0	0.0			334.73351311683655	0.966594934463501
17	321.4508099555969	blockStart	0	-1	0.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			335.70010805130005	0.0025300979614257812
17	321.45334005355835	baseline_window	1	-1	17.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	17.0	-1.0			335.7026381492615	0.4642188549041748
17	321.9175589084625	stimulus_window	2	-1	6.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	17.0	-1.0			336.16685700416565	0.19120121002197266
17	322.1087601184845	response_window	3	-1	36.0	01	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	-1.0	17.0	-1.0			336.3580582141876	1.0254390239715576
17	323.1009180545807	response	3	1	36						0.0			1.183359146118164		0.0	4		337.3502161502838	
17	323.13419914245605	feedback_window	4	1	10.0	01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.183359146118164	17.0	0.0			337.3834972381592	0.3333289623260498
17	323.4675281047821	ITI_window	5	1	25.0	01	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.183359146118164	17.0	0.0			337.71682620048523	0.8332459926605225
18	324.3007740974426	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			338.55007219314575	0.002519845962524414
18	324.30329394340515	baseline_window	1	-1	17.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	0.0	-1.0	18.0	-1.0			338.5525920391083	0.48087406158447266
18	324.7841680049896	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	1.0	-1.0	18.0	-1.0			339.03346610069275	0.1999969482421875
18	324.9841649532318	response_window	3	-1	17.0	01	0.0	1.0	0.0	0.005	-1.0	0.0	1.0	-1.0	18.0	-1.0			339.23346304893494	0.4833700656890869
18	325.4215340614319	response	3	0	17						0.0			0.6373660564422607		0.0	3		339.670832157135	
18	325.4675350189209	feedback_window	4	0	10.0	01	0.0	1.0	0.0	0.005	0.0	0.0	1.0	0.6373660564422607	18.0	0.0			339.716833114624	0.3333139419555664
18	325.80084896087646	ITI_window	5	0	26.0	01	0.0	1.0	0.0	0.005	0.0	0.0	1.0	0.6373660564422607	18.0	0.0			340.0501470565796	0.8746089935302734
19	326.67545795440674	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			340.92475605010986	0.0025110244750976562
19	326.67796897888184	baseline_window	1	-1	18.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	19.0	-1.0			340.92726707458496	0.49774599075317383
19	327.175714969635	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	1.0	-1.0	19.0	-1.0			341.42501306533813	0.19995594024658203
19	327.3756709098816	response_window	3	-1	19.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	1.0	-1.0	19.0	-1.0			341.6249690055847	0.5418930053710938
19	327.87928104400635	response	3	1	19						1.0			0.7035660743713379		1.0	2		342.1285791397095	
19	327.9175639152527	feedback_window	4	1	10.0	01	0.0	1.0	1.0	0.04	1.0	0.0	1.0	0.7035660743713379	19.0	1.0			342.1668620109558	0.33330416679382324
19	328.2508680820465	ITI_window	5	1	20.0	01	0.0	1.0	1.0	0.04	1.0	0.0	1.0	0.7035660743713379	19.0	1.0			342.50016617774963	0.6663758754730225
20	328.91724395751953	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			343.16654205322266	0.002582073211669922
20	328.9198260307312	baseline_window	1	-1	18.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	0.0	-1.0	20.0	-1.0			343.1691241264343	0.4725179672241211
20	329.3923439979553	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	20.0	-1.0			343.64164209365845	0.19187092781066895
20	329.584214925766	response_window	3	-1	35.0	01	0.0	1.0	0.0	0.020000000000000004	-1.0	0.0	1.0	-1.0	20.0	-1.0			343.8335130214691	0.9833052158355713
20	330.53437209129333	response	3	1	35						1.0			1.1420280933380127		0.0	4		344.78367018699646	
20	330.56752014160156	feedback_window	4	1	10.0	01	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	1.0	1.1420280933380127	20.0	0.0			344.8168182373047	0.3333098888397217
20	330.9008300304413	ITI_window	5	1	28.0	01	0.0	1.0	0.0	0.020000000000000004	1.0	0.0	1.0	1.1420280933380127	20.0	0.0			345.1501281261444	0.9412710666656494
21	331.84210109710693	blockStart	0	-1	0.0	01	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			346.09139919281006	0.0025298595428466797
21	331.8446309566498	baseline_window	1	-1	18.0	01	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	21.0	-1.0			346.0939290523529	0.4729001522064209
21	332.3175311088562	stimulus_window	2	-1	6.0	01	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	1.0	-1.0	21.0	-1.0			346.5668292045593	0.19167184829711914
21	332.5092029571533	response_window	3	-1	15.0	01	0.0	1.0	0.0	0.045000000000000005	-1.0	0.0	1.0	-1.0	21.0	-1.0			346.75850105285645	0.4163811206817627
21	332.89249992370605	response	3	1	15						1.0			0.5749688148498535		0.0	4		347.1417980194092	
21	332.9255840778351	feedback_window	4	1	10.0	01	0.0	1.0	0.0	0.045000000000000005	1.0	0.0	1.0	0.5749688148498535	21.0	0.0			347.1748821735382	0.33338093757629395
21	333.2589650154114	ITI_window	5	1	24.0	01	0.0	1.0	0.0	0.045000000000000005	1.0	0.0	1.0	0.5749688148498535	21.0	0.0			347.5082631111145	0.7831239700317383
22	334.0420889854431	blockStart	0	-1	0.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			348.29138708114624	0.0025179386138916016
22	334.044606924057	baseline_window	1	-1	18.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	-1.0	22.0	-1.0			348.29390501976013	0.49767613410949707
22	334.5422830581665	stimulus_window	2	-1	6.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	22.0	-1.0			348.79158115386963	0.20000195503234863
22	334.74228501319885	response_window	3	-1	19.0	01	0.0	0.0	1.0	0.0	-1.0	0.0	1.0	-1.0	22.0	-1.0			348.991583108902	0.5333800315856934
22	335.23801612854004	response	3	0	19						1.0			0.6957330703735352		0.0	3		349.48731422424316	
22	335.27566504478455	feedback_window	4	0	10.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.6957330703735352	22.0	0.0			349.52496314048767	0.32514190673828125
22	335.6008069515228	ITI_window	5	0	25.0	01	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.6957330703735352	22.0	0.0			349.85010504722595	0.8331451416015625
23	336.4339520931244	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			350.6832501888275	0.0025179386138916016
23	336.4364700317383	baseline_window	1	-1	18.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	0.0	-1.0	23.0	-1.0			350.6857681274414	0.4976630210876465
23	336.9341330528259	stimulus_window	2	-1	6.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	1.0	-1.0	23.0	-1.0			351.18343114852905	0.19153594970703125
23	337.12566900253296	response_window	3	-1	16.0	01	0.0	1.0	1.0	0.04	-1.0	0.0	1.0	-1.0	23.0	-1.0			351.3749670982361	0.4250760078430176
23	337.5127820968628	response	3	1	16						1.0			0.5786490440368652		0.0	4		351.7620801925659	
23	337.550745010376	feedback_window	4	1	10.0	01	0.0	1.0	1.0	0.04	1.0	0.0	1.0	0.5786490440368652	23.0	0.0			351.8000431060791	0.3333461284637451
23	337.8840911388397	ITI_window	5	1	26.0	01	0.0	1.0	1.0	0.04	1.0	0.0	1.0	0.5786490440368652	23.0	0.0			352.13338923454285	0.8664388656616211
24	338.75053000450134	blockStart	0	-1	0.0	01	0.0	1.0	1.0	0.045000000000000005	-1.0	0.0	0.0	-1.0	24.0	-1.0			352.99982810020447	0.002568960189819336
