trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_dur	oneOverF_texture_path	onset_abs	duration
999	0.007589101791381836	stim	0		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	40.37138295173645	0.0030930042266845703
999	0.010682106018066406	stim	1		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	40.374475955963135	0.0012249946594238281
999	0.011907100677490234	stim	2		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	40.37570095062256	13.99558401107788
999	1.3160591125488281	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	41.6798529624939	
999	2.632719039916992	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	42.99651288986206	
999	3.0492310523986816	response	2	b		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	43.41302490234375	
999	3.949416160583496	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	44.313210010528564	
999	5.265933036804199	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	45.62972688674927	
999	6.5826520919799805	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	46.94644594192505	
999	7.899271011352539	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	48.26306486129761	
999	8.782551050186157	response	2	b		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	49.146344900131226	
999	9.21586298942566	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	49.57965683937073	
999	10.532588005065918	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	50.896381855010986	
999	11.8492910861969	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	52.21308493614197	
999	13.165975093841553	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	53.52976894378662	
0	14.007491111755371	stim	0		0	dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	54.37128496170044	0.4833700656890869
0	14.48250699043274	pulse	0	t		dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	54.84630084037781	
0	14.490861177444458	stim	1		0	dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	54.854655027389526	0.7999730110168457
0	15.290834188461304	stim	2		0	dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	55.65462803840637	2.4916269779205322
0	15.799187183380127	pulse	2	t		dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	56.162981033325195	
0	17.116010189056396	pulse	2	t		dur	64.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	57.479804039001465	
1	17.782461166381836	stim	0		0	dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	58.146255016326904	0.6582779884338379
1	18.4325270652771	pulse	0	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	58.79632091522217	
1	18.440739154815674	stim	1		0	dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	58.80453300476074	0.8000788688659668
1	19.24081802368164	stim	2		0	dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	59.60461187362671	7.758653163909912
1	19.757490158081055	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	60.12128400802612	
1	19.882506132125854	response	2	b		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	60.24629998207092	
1	21.07426619529724	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	61.43806004524231	
1	22.39095115661621	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	62.75474500656128	
1	23.707648038864136	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	64.0714418888092	
1	24.590955018997192	response	2	b		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	64.95474886894226	
1	25.024283170700073	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	65.38807702064514	
1	26.341116189956665	pulse	2	t		dur	4.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	66.70491003990173	
2	26.999471187591553	stim	0		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	67.36326503753662	0.6667888164520264
2	27.657968044281006	pulse	0	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	68.02176189422607	
2	27.66626000404358	stim	1		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	68.03005385398865	0.7999269962310791
2	28.466187000274658	stim	2		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	68.82998085021973	7.757868051528931
2	28.974741220474243	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	69.33853507041931	
