trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_dur	oneOverF_texture_path	dot_color_timings_   0	dot_color_timings_   1	dot_color_timings_   2	dot_color_timings_   3	dot_color_timings_   4	dot_color_timings_   5	dot_color_timings_   6	dot_color_timings_   7	dot_color_timings_   8	dot_color_timings_   9	dot_color_timings_  10	dot_color_timings_  11	dot_color_timings_  12	dot_color_timings_  13	dot_color_timings_  14	dot_color_timings_  15	dot_color_timings_  16	dot_color_timings_  17	dot_color_timings_  18	dot_color_timings_  19	dot_color_timings_  20	dot_color_timings_  21	dot_color_timings_  22	dot_color_timings_  23	dot_color_timings_  24	dot_color_timings_  25	dot_color_timings_  26	dot_color_timings_  27	dot_color_timings_  28	dot_color_timings_  29	dot_color_timings_  30	dot_color_timings_  31	dot_color_timings_  32	dot_color_timings_  33	dot_color_timings_  34	dot_color_timings_  35	dot_color_timings_  36	dot_color_timings_  37	dot_color_timings_  38	dot_color_timings_  39	dot_color_timings_  40	dot_color_timings_  41	dot_color_timings_  42	dot_color_timings_  43	dot_color_timings_  44	dot_color_timings_  45	dot_color_timings_  46	dot_color_timings_  47	dot_color_timings_  48	dot_color_timings_  49	dot_color_timings_  50	dot_color_timings_  51	dot_color_timings_  52	dot_color_timings_  53	dot_color_timings_  54	dot_color_timings_  55	dot_color_timings_  56	dot_color_timings_  57	dot_color_timings_  58	dot_color_timings_  59	dot_color_timings_  60	dot_color_timings_  61	dot_color_timings_  62	dot_color_timings_  63	dot_color_timings_  64	dot_color_timings_  65	dot_color_timings_  66	dot_color_timings_  67	dot_color_timings_  68	dot_color_timings_  69	dot_color_timings_  70	dot_color_timings_  71	dot_color_timings_  72	dot_color_timings_  73	dot_color_timings_  74	dot_color_timings_  75	dot_color_timings_  76	dot_color_timings_  77	dot_color_timings_  78	dot_color_timings_  79	dot_color_timings_  80	dot_color_timings_  81	dot_color_timings_  82	dot_color_timings_  83	dot_color_timings_  84	dot_color_timings_  85	dot_color_timings_  86	dot_color_timings_  87	dot_color_timings_  88	dot_color_timings_  89	dot_color_timings_  90	dot_color_timings_  91	dot_color_timings_  92	dot_color_timings_  93	dot_color_timings_  94	dot_color_timings_  95	dot_color_timings_  96	dot_color_timings_  97	dot_color_timings_  98	dot_color_timings_  99	dot_color_timings_ 100	dot_color_timings_ 101	onset_abs	duration
4	11.033477067947388	stim	0		0.0	dur	16.0	./textures/oneOverF_texture_1_1024_10.bmp	295	750	1160	1549	2051	2440	2927	3337	3720	4097	4520	5058	5284	5925	6150	6542	6981	7407	7919	8406	8760	9242	9669	10032	10537	10751	11259	11588	12061	12581	12921	13379	13853	14294	14539	14978	15510	15830	16328	16655	17088	17637	17966	18441	18737	19255	19619	20144	20428	20935	21428	21810	22192	22563	22979	23392	23883	24232	24610	25143	25634	26054	26332	26883	27251	27765	28042	28425	28919	29283	29855	30192	30589	31080	31396	31858	32369	32735	33177	33488	33869	34335	34906	35233	35698	35957	36369	36882	37261	37784	38175	38651	39079	39482	39885	40287	40709	41182	41617	41950	42302	42859	23.44399905204773	0.014203071594238281
4	11.047680139541626	stim	1		96.0	dur	16.0	./textures/oneOverF_texture_1_1024_10.bmp	295	750	1160	1549	2051	2440	2927	3337	3720	4097	4520	5058	5284	5925	6150	6542	6981	7407	7919	8406	8760	9242	9669	10032	10537	10751	11259	11588	12061	12581	12921	13379	13853	14294	14539	14978	15510	15830	16328	16655	17088	17637	17966	18441	18737	19255	19619	20144	20428	20935	21428	21810	22192	22563	22979	23392	23883	24232	24610	25143	25634	26054	26332	26883	27251	27765	28042	28425	28919	29283	29855	30192	30589	31080	31396	31858	32369	32735	33177	33488	33869	34335	34906	35233	35698	35957	36369	36882	37261	37784	38175	38651	39079	39482	39885	40287	40709	41182	41617	41950	42302	42859	23.458202123641968	0.026356935501098633
4	11.074037075042725	stim	2		384.0	dur	16.0	./textures/oneOverF_texture_1_1024_10.bmp	295	750	1160	1549	2051	2440	2927	3337	3720	4097	4520	5058	5284	5925	6150	6542	6981	7407	7919	8406	8760	9242	9669	10032	10537	10751	11259	11588	12061	12581	12921	13379	13853	14294	14539	14978	15510	15830	16328	16655	17088	17637	17966	18441	18737	19255	19619	20144	20428	20935	21428	21810	22192	22563	22979	23392	23883	24232	24610	25143	25634	26054	26332	26883	27251	27765	28042	28425	28919	29283	29855	30192	30589	31080	31396	31858	32369	32735	33177	33488	33869	34335	34906	35233	35698	35957	36369	36882	37261	37784	38175	38651	39079	39482	39885	40287	40709	41182	41617	41950	42302	42859	23.484559059143066	2.6752500534057617
4	11.970206022262573	pulse	2	t		dur	16.0	./textures/oneOverF_texture_1_1024_10.bmp	295	750	1160	1549	2051	2440	2927	3337	3720	4097	4520	5058	5284	5925	6150	6542	6981	7407	7919	8406	8760	9242	9669	10032	10537	10751	11259	11588	12061	12581	12921	13379	13853	14294	14539	14978	15510	15830	16328	16655	17088	17637	17966	18441	18737	19255	19619	20144	20428	20935	21428	21810	22192	22563	22979	23392	23883	24232	24610	25143	25634	26054	26332	26883	27251	27765	28042	28425	28919	29283	29855	30192	30589	31080	31396	31858	32369	32735	33177	33488	33869	34335	34906	35233	35698	35957	36369	36882	37261	37784	38175	38651	39079	39482	39885	40287	40709	41182	41617	41950	42302	42859	24.380728006362915	
4	13.300206184387207	pulse	2	t		dur	16.0	./textures/oneOverF_texture_1_1024_10.bmp	295	750	1160	1549	2051	2440	2927	3337	3720	4097	4520	5058	5284	5925	6150	6542	6981	7407	7919	8406	8760	9242	9669	10032	10537	10751	11259	11588	12061	12581	12921	13379	13853	14294	14539	14978	15510	15830	16328	16655	17088	17637	17966	18441	18737	19255	19619	20144	20428	20935	21428	21810	22192	22563	22979	23392	23883	24232	24610	25143	25634	26054	26332	26883	27251	27765	28042	28425	28919	29283	29855	30192	30589	31080	31396	31858	32369	32735	33177	33488	33869	34335	34906	35233	35698	35957	36369	36882	37261	37784	38175	38651	39079	39482	39885	40287	40709	41182	41617	41950	42302	42859	25.71072816848755	
5	13.749287128448486	stim	0		0.0	isi	32.0	./textures/oneOverF_texture_1_1024_9.bmp	436	737	1251	1659	1939	2371	2986	3256	3611	4211	4564	4940	5518	5730	6149	6598	7040	7470	8004	8367	8787	9252	9489	10130	10338	10788	11222	11677	12089	12432	12957	13345	13784	14115	14682	15056	15433	15946	16414	16845	17063	17683	17890	18321	18851	19369	19644	20032	20543	20975	21360	21707	22198	22644	23094	23507	23997	24181	24644	25045	25565	25963	26469	26745	27127	27698	27992	28507	28911	29399	29710	30190	30555	30979	31322	31975	32322	32609	33132	33588	33979	34401	34763	35231	35522	36163	36588	36884	37430	37819	38191	38506	39065	39449	39784	40196	40740	41007	41539	41971	42305	42735	26.159809112548828	0.013963937759399414
5	13.763251066207886	stim	1		96.0	isi	32.0	./textures/oneOverF_texture_1_1024_9.bmp	436	737	1251	1659	1939	2371	2986	3256	3611	4211	4564	4940	5518	5730	6149	6598	7040	7470	8004	8367	8787	9252	9489	10130	10338	10788	11222	11677	12089	12432	12957	13345	13784	14115	14682	15056	15433	15946	16414	16845	17063	17683	17890	18321	18851	19369	19644	20032	20543	20975	21360	21707	22198	22644	23094	23507	23997	24181	24644	25045	25565	25963	26469	26745	27127	27698	27992	28507	28911	29399	29710	30190	30555	30979	31322	31975	32322	32609	33132	33588	33979	34401	34763	35231	35522	36163	36588	36884	37430	37819	38191	38506	39065	39449	39784	40196	40740	41007	41539	41971	42305	42735	26.173773050308228	0.04447197914123535
5	13.807723045349121	stim	2		384.0	isi	32.0	./textures/oneOverF_texture_1_1024_9.bmp	436	737	1251	1659	1939	2371	2986	3256	3611	4211	4564	4940	5518	5730	6149	6598	7040	7470	8004	8367	8787	9252	9489	10130	10338	10788	11222	11677	12089	12432	12957	13345	13784	14115	14682	15056	15433	15946	16414	16845	17063	17683	17890	18321	18851	19369	19644	20032	20543	20975	21360	21707	22198	22644	23094	23507	23997	24181	24644	25045	25565	25963	26469	26745	27127	27698	27992	28507	28911	29399	29710	30190	30555	30979	31322	31975	32322	32609	33132	33588	33979	34401	34763	35231	35522	36163	36588	36884	37430	37819	38191	38506	39065	39449	39784	40196	40740	41007	41539	41971	42305	42735	26.218245029449463	2.6753220558166504
5	14.630205154418945	pulse	2	t		isi	32.0	./textures/oneOverF_texture_1_1024_9.bmp	436	737	1251	1659	1939	2371	2986	3256	3611	4211	4564	4940	5518	5730	6149	6598	7040	7470	8004	8367	8787	9252	9489	10130	10338	10788	11222	11677	12089	12432	12957	13345	13784	14115	14682	15056	15433	15946	16414	16845	17063	17683	17890	18321	18851	19369	19644	20032	20543	20975	21360	21707	22198	22644	23094	23507	23997	24181	24644	25045	25565	25963	26469	26745	27127	27698	27992	28507	28911	29399	29710	30190	30555	30979	31322	31975	32322	32609	33132	33588	33979	34401	34763	35231	35522	36163	36588	36884	37430	37819	38191	38506	39065	39449	39784	40196	40740	41007	41539	41971	42305	42735	27.040727138519287	
5	15.960205078125	pulse	2	t		isi	32.0	./textures/oneOverF_texture_1_1024_9.bmp	436	737	1251	1659	1939	2371	2986	3256	3611	4211	4564	4940	5518	5730	6149	6598	7040	7470	8004	8367	8787	9252	9489	10130	10338	10788	11222	11677	12089	12432	12957	13345	13784	14115	14682	15056	15433	15946	16414	16845	17063	17683	17890	18321	18851	19369	19644	20032	20543	20975	21360	21707	22198	22644	23094	23507	23997	24181	24644	25045	25565	25963	26469	26745	27127	27698	27992	28507	28911	29399	29710	30190	30555	30979	31322	31975	32322	32609	33132	33588	33979	34401	34763	35231	35522	36163	36588	36884	37430	37819	38191	38506	39065	39449	39784	40196	40740	41007	41539	41971	42305	42735	28.370727062225342	
6	16.48304510116577	stim	0		0.0	dur	64.0	./textures/oneOverF_texture_colored_1_1024_9.bmp	254	780	1305	1556	2079	2524	2970	3419	3638	4170	4524	5038	5429	5917	6243	6631	7090	7391	7835	8238	8741	9093	9579	9939	10323	10877	11310	11766	12104	12646	12927	13450	13725	14223	14627	15104	15471	15916	16245	16804	17268	17574	17918	18408	18900	19318	19646	20194	20516	20931	21420	21780	22235	22626	23126	23556	23822	24181	24825	25123	25646	26015	26506	26841	27296	27676	28009	28556	29032	29370	29746	30253	30705	30940	31429	31965	32176	32743	33083	33596	34079	34280	34866	35325	35552	36115	36451	36935	37367	37654	38105	38699	39091	39311	39831	40173	40614	41213	41535	41945	42455	42876	28.893567085266113	0.013927936553955078
6	16.496973037719727	stim	1		96.0	dur	64.0	./textures/oneOverF_texture_colored_1_1024_9.bmp	254	780	1305	1556	2079	2524	2970	3419	3638	4170	4524	5038	5429	5917	6243	6631	7090	7391	7835	8238	8741	9093	9579	9939	10323	10877	11310	11766	12104	12646	12927	13450	13725	14223	14627	15104	15471	15916	16245	16804	17268	17574	17918	18408	18900	19318	19646	20194	20516	20931	21420	21780	22235	22626	23126	23556	23822	24181	24825	25123	25646	26015	26506	26841	27296	27676	28009	28556	29032	29370	29746	30253	30705	30940	31429	31965	32176	32743	33083	33596	34079	34280	34866	35325	35552	36115	36451	36935	37367	37654	38105	38699	39091	39311	39831	40173	40614	41213	41535	41945	42455	42876	28.90749502182007	0.027811050415039062
6	16.524784088134766	stim	2		384.0	dur	64.0	./textures/oneOverF_texture_colored_1_1024_9.bmp	254	780	1305	1556	2079	2524	2970	3419	3638	4170	4524	5038	5429	5917	6243	6631	7090	7391	7835	8238	8741	9093	9579	9939	10323	10877	11310	11766	12104	12646	12927	13450	13725	14223	14627	15104	15471	15916	16245	16804	17268	17574	17918	18408	18900	19318	19646	20194	20516	20931	21420	21780	22235	22626	23126	23556	23822	24181	24825	25123	25646	26015	26506	26841	27296	27676	28009	28556	29032	29370	29746	30253	30705	30940	31429	31965	32176	32743	33083	33596	34079	34280	34866	35325	35552	36115	36451	36935	37367	37654	38105	38699	39091	39311	39831	40173	40614	41213	41535	41945	42455	42876	28.935306072235107	2.658569097518921
6	17.29020619392395	pulse	2	t		dur	64.0	./textures/oneOverF_texture_colored_1_1024_9.bmp	254	780	1305	1556	2079	2524	2970	3419	3638	4170	4524	5038	5429	5917	6243	6631	7090	7391	7835	8238	8741	9093	9579	9939	10323	10877	11310	11766	12104	12646	12927	13450	13725	14223	14627	15104	15471	15916	16245	16804	17268	17574	17918	18408	18900	19318	19646	20194	20516	20931	21420	21780	22235	22626	23126	23556	23822	24181	24825	25123	25646	26015	26506	26841	27296	27676	28009	28556	29032	29370	29746	30253	30705	30940	31429	31965	32176	32743	33083	33596	34079	34280	34866	35325	35552	36115	36451	36935	37367	37654	38105	38699	39091	39311	39831	40173	40614	41213	41535	41945	42455	42876	29.700728178024292	
6	18.62020516395569	pulse	2	t		dur	64.0	./textures/oneOverF_texture_colored_1_1024_9.bmp	254	780	1305	1556	2079	2524	2970	3419	3638	4170	4524	5038	5429	5917	6243	6631	7090	7391	7835	8238	8741	9093	9579	9939	10323	10877	11310	11766	12104	12646	12927	13450	13725	14223	14627	15104	15471	15916	16245	16804	17268	17574	17918	18408	18900	19318	19646	20194	20516	20931	21420	21780	22235	22626	23126	23556	23822	24181	24825	25123	25646	26015	26506	26841	27296	27676	28009	28556	29032	29370	29746	30253	30705	30940	31429	31965	32176	32743	33083	33596	34079	34280	34866	35325	35552	36115	36451	36935	37367	37654	38105	38699	39091	39311	39831	40173	40614	41213	41535	41945	42455	42876	31.03072714805603	
7	19.183353185653687	stim	0		0.0	isi	0.0	./textures/oneOverF_texture_1_1024_7.bmp	462	671	1108	1609	2130	2407	2915	3417	3681	4151	4512	4941	5341	5739	6275	6733	7190	7391	7862	8245	8774	9136	9588	9931	10415	10933	11371	11644	12091	12607	13059	13391	13875	14305	14663	15170	15470	15855	16310	16845	17268	17639	17971	18527	18811	19219	19638	20218	20622	21046	21440	21807	22173	22516	23099	23376	23952	24328	24806	25170	25636	26053	26433	26820	27328	27701	28183	28556	29018	29438	29801	30279	30511	30970	31411	31841	32356	32758	33085	33597	34030	34387	34852	35249	35678	36172	36505	36999	37364	37620	38161	38504	39106	39351	39912	40293	40628	41037	41594	41926	42291	42705	31.59387516975403	0.014392852783203125
7	19.19774603843689	stim	1		96.0	isi	0.0	./textures/oneOverF_texture_1_1024_7.bmp	462	671	1108	1609	2130	2407	2915	3417	3681	4151	4512	4941	5341	5739	6275	6733	7190	7391	7862	8245	8774	9136	9588	9931	10415	10933	11371	11644	12091	12607	13059	13391	13875	14305	14663	15170	15470	15855	16310	16845	17268	17639	17971	18527	18811	19219	19638	20218	20622	21046	21440	21807	22173	22516	23099	23376	23952	24328	24806	25170	25636	26053	26433	26820	27328	27701	28183	28556	29018	29438	29801	30279	30511	30970	31411	31841	32356	32758	33085	33597	34030	34387	34852	35249	35678	36172	36505	36999	37364	37620	38161	38504	39106	39351	39912	40293	40628	41037	41594	41926	42291	42705	31.60826802253723	0.027408123016357422
7	19.225154161453247	stim	2		384.0	isi	0.0	./textures/oneOverF_texture_1_1024_7.bmp	462	671	1108	1609	2130	2407	2915	3417	3681	4151	4512	4941	5341	5739	6275	6733	7190	7391	7862	8245	8774	9136	9588	9931	10415	10933	11371	11644	12091	12607	13059	13391	13875	14305	14663	15170	15470	15855	16310	16845	17268	17639	17971	18527	18811	19219	19638	20218	20622	21046	21440	21807	22173	22516	23099	23376	23952	24328	24806	25170	25636	26053	26433	26820	27328	27701	28183	28556	29018	29438	29801	30279	30511	30970	31411	31841	32356	32758	33085	33597	34030	34387	34852	35249	35678	36172	36505	36999	37364	37620	38161	38504	39106	39351	39912	40293	40628	41037	41594	41926	42291	42705	31.63567614555359	2.675330877304077
7	19.950206995010376	pulse	2	t		isi	0.0	./textures/oneOverF_texture_1_1024_7.bmp	462	671	1108	1609	2130	2407	2915	3417	3681	4151	4512	4941	5341	5739	6275	6733	7190	7391	7862	8245	8774	9136	9588	9931	10415	10933	11371	11644	12091	12607	13059	13391	13875	14305	14663	15170	15470	15855	16310	16845	17268	17639	17971	18527	18811	19219	19638	20218	20622	21046	21440	21807	22173	22516	23099	23376	23952	24328	24806	25170	25636	26053	26433	26820	27328	27701	28183	28556	29018	29438	29801	30279	30511	30970	31411	31841	32356	32758	33085	33597	34030	34387	34852	35249	35678	36172	36505	36999	37364	37620	38161	38504	39106	39351	39912	40293	40628	41037	41594	41926	42291	42705	32.36072897911072	
7	21.28020715713501	pulse	2	t		isi	0.0	./textures/oneOverF_texture_1_1024_7.bmp	462	671	1108	1609	2130	2407	2915	3417	3681	4151	4512	4941	5341	5739	6275	6733	7190	7391	7862	8245	8774	9136	9588	9931	10415	10933	11371	11644	12091	12607	13059	13391	13875	14305	14663	15170	15470	15855	16310	16845	17268	17639	17971	18527	18811	19219	19638	20218	20622	21046	21440	21807	22173	22516	23099	23376	23952	24328	24806	25170	25636	26053	26433	26820	27328	27701	28183	28556	29018	29438	29801	30279	30511	30970	31411	31841	32356	32758	33085	33597	34030	34387	34852	35249	35678	36172	36505	36999	37364	37620	38161	38504	39106	39351	39912	40293	40628	41037	41594	41926	42291	42705	33.69072914123535	
8	21.900485038757324	stim	0		0.0	dur	2.0	./textures/oneOverF_texture_colored_1_1024_0.bmp	424	792	1142	1674	2035	2530	2960	3314	3686	4063	4511	5057	5345	5782	6130	6652	7065	7470	7950	8327	8642	9144	9537	10009	10356	10830	11296	11723	12093	12493	12888	13387	13701	14148	14540	14976	15486	15895	16359	16776	17059	17678	17953	18378	18759	19254	19782	20008	20579	21021	21385	21746	22219	22569	23034	23397	23921	24254	24780	25092	25649	25963	26344	26728	27283	27749	28048	28574	29038	29343	29732	30128	30526	30911	31322	31740	32354	32750	33080	33507	33912	34393	34788	35194	35690	36154	36553	36995	37386	37711	38188	38692	39059	39426	39946	40350	40660	41162	41415	41909	42267	42803	34.311007022857666	0.014050960540771484
8	21.914535999298096	stim	1		96.0	dur	2.0	./textures/oneOverF_texture_colored_1_1024_0.bmp	424	792	1142	1674	2035	2530	2960	3314	3686	4063	4511	5057	5345	5782	6130	6652	7065	7470	7950	8327	8642	9144	9537	10009	10356	10830	11296	11723	12093	12493	12888	13387	13701	14148	14540	14976	15486	15895	16359	16776	17059	17678	17953	18378	18759	19254	19782	20008	20579	21021	21385	21746	22219	22569	23034	23397	23921	24254	24780	25092	25649	25963	26344	26728	27283	27749	28048	28574	29038	29343	29732	30128	30526	30911	31322	31740	32354	32750	33080	33507	33912	34393	34788	35194	35690	36154	36553	36995	37386	37711	38188	38692	39059	39426	39946	40350	40660	41162	41415	41909	42267	42803	34.32505798339844	0.02769017219543457
8	21.94222617149353	stim	2		384.0	dur	2.0	./textures/oneOverF_texture_colored_1_1024_0.bmp	424	792	1142	1674	2035	2530	2960	3314	3686	4063	4511	5057	5345	5782	6130	6652	7065	7470	7950	8327	8642	9144	9537	10009	10356	10830	11296	11723	12093	12493	12888	13387	13701	14148	14540	14976	15486	15895	16359	16776	17059	17678	17953	18378	18759	19254	19782	20008	20579	21021	21385	21746	22219	22569	23034	23397	23921	24254	24780	25092	25649	25963	26344	26728	27283	27749	28048	28574	29038	29343	29732	30128	30526	30911	31322	31740	32354	32750	33080	33507	33912	34393	34788	35194	35690	36154	36553	36995	37386	37711	38188	38692	39059	39426	39946	40350	40660	41162	41415	41909	42267	42803	34.35274815559387	2.6668789386749268
8	22.610206127166748	pulse	2	t		dur	2.0	./textures/oneOverF_texture_colored_1_1024_0.bmp	424	792	1142	1674	2035	2530	2960	3314	3686	4063	4511	5057	5345	5782	6130	6652	7065	7470	7950	8327	8642	9144	9537	10009	10356	10830	11296	11723	12093	12493	12888	13387	13701	14148	14540	14976	15486	15895	16359	16776	17059	17678	17953	18378	18759	19254	19782	20008	20579	21021	21385	21746	22219	22569	23034	23397	23921	24254	24780	25092	25649	25963	26344	26728	27283	27749	28048	28574	29038	29343	29732	30128	30526	30911	31322	31740	32354	32750	33080	33507	33912	34393	34788	35194	35690	36154	36553	36995	37386	37711	38188	38692	39059	39426	39946	40350	40660	41162	41415	41909	42267	42803	35.02072811126709	
8	23.940206050872803	pulse	2	t		dur	2.0	./textures/oneOverF_texture_colored_1_1024_0.bmp	424	792	1142	1674	2035	2530	2960	3314	3686	4063	4511	5057	5345	5782	6130	6652	7065	7470	7950	8327	8642	9144	9537	10009	10356	10830	11296	11723	12093	12493	12888	13387	13701	14148	14540	14976	15486	15895	16359	16776	17059	17678	17953	18378	18759	19254	19782	20008	20579	21021	21385	21746	22219	22569	23034	23397	23921	24254	24780	25092	25649	25963	26344	26728	27283	27749	28048	28574	29038	29343	29732	30128	30526	30911	31322	31740	32354	32750	33080	33507	33912	34393	34788	35194	35690	36154	36553	36995	37386	37711	38188	38692	39059	39426	39946	40350	40660	41162	41415	41909	42267	42803	36.350728034973145	
9	24.609105110168457	stim	0		0.0	isi	4.0	./textures/oneOverF_texture_1_1024_0.bmp	450	785	1300	1596	2107	2408	2868	3347	3710	4197	4637	4906	5444	5715	6243	6619	7073	7427	7937	8353	8815	9120	9541	9931	10422	10811	11213	11793	12093	12519	12968	13322	13800	14198	14755	15126	15517	15883	16423	16678	17154	17679	18083	18443	18746	19211	19685	20137	20414	20950	21425	21782	22252	22736	23026	23553	23867	24404	24693	25067	25505	26035	26426	26751	27333	27619	27968	28478	28854	29220	29701	30261	30572	31058	31514	31920	32262	32721	33026	33464	33957	34291	34776	35155	35720	36041	36501	36823	37297	37717	38267	38466	38976	39413	39778	40179	40676	41060	41420	42036	42330	42856	37.0196270942688	0.014172077178955078
9	24.623277187347412	stim	1		96.0	isi	4.0	./textures/oneOverF_texture_1_1024_0.bmp	450	785	1300	1596	2107	2408	2868	3347	3710	4197	4637	4906	5444	5715	6243	6619	7073	7427	7937	8353	8815	9120	9541	9931	10422	10811	11213	11793	12093	12519	12968	13322	13800	14198	14755	15126	15517	15883	16423	16678	17154	17679	18083	18443	18746	19211	19685	20137	20414	20950	21425	21782	22252	22736	23026	23553	23867	24404	24693	25067	25505	26035	26426	26751	27333	27619	27968	28478	28854	29220	29701	30261	30572	31058	31514	31920	32262	32721	33026	33464	33957	34291	34776	35155	35720	36041	36501	36823	37297	37717	38267	38466	38976	39413	39778	40179	40676	41060	41420	42036	42330	42856	37.033799171447754	0.044425010681152344
9	24.667702198028564	stim	2		384.0	isi	4.0	./textures/oneOverF_texture_1_1024_0.bmp	450	785	1300	1596	2107	2408	2868	3347	3710	4197	4637	4906	5444	5715	6243	6619	7073	7427	7937	8353	8815	9120	9541	9931	10422	10811	11213	11793	12093	12519	12968	13322	13800	14198	14755	15126	15517	15883	16423	16678	17154	17679	18083	18443	18746	19211	19685	20137	20414	20950	21425	21782	22252	22736	23026	23553	23867	24404	24693	25067	25505	26035	26426	26751	27333	27619	27968	28478	28854	29220	29701	30261	30572	31058	31514	31920	32262	32721	33026	33464	33957	34291	34776	35155	35720	36041	36501	36823	37297	37717	38267	38466	38976	39413	39778	40179	40676	41060	41420	42036	42330	42856	37.078224182128906	2.6678199768066406
9	25.27020502090454	pulse	2	t		isi	4.0	./textures/oneOverF_texture_1_1024_0.bmp	450	785	1300	1596	2107	2408	2868	3347	3710	4197	4637	4906	5444	5715	6243	6619	7073	7427	7937	8353	8815	9120	9541	9931	10422	10811	11213	11793	12093	12519	12968	13322	13800	14198	14755	15126	15517	15883	16423	16678	17154	17679	18083	18443	18746	19211	19685	20137	20414	20950	21425	21782	22252	22736	23026	23553	23867	24404	24693	25067	25505	26035	26426	26751	27333	27619	27968	28478	28854	29220	29701	30261	30572	31058	31514	31920	32262	32721	33026	33464	33957	34291	34776	35155	35720	36041	36501	36823	37297	37717	38267	38466	38976	39413	39778	40179	40676	41060	41420	42036	42330	42856	37.68072700500488	
9	26.60020613670349	pulse	2	t		isi	4.0	./textures/oneOverF_texture_1_1024_0.bmp	450	785	1300	1596	2107	2408	2868	3347	3710	4197	4637	4906	5444	5715	6243	6619	7073	7427	7937	8353	8815	9120	9541	9931	10422	10811	11213	11793	12093	12519	12968	13322	13800	14198	14755	15126	15517	15883	16423	16678	17154	17679	18083	18443	18746	19211	19685	20137	20414	20950	21425	21782	22252	22736	23026	23553	23867	24404	24693	25067	25505	26035	26426	26751	27333	27619	27968	28478	28854	29220	29701	30261	30572	31058	31514	31920	32262	32721	33026	33464	33957	34291	34776	35155	35720	36041	36501	36823	37297	37717	38267	38466	38976	39413	39778	40179	40676	41060	41420	42036	42330	42856	39.01072812080383	
10	27.335522174835205	stim	0		0.0	dur	8.0	./textures/oneOverF_texture_1_1024_1.bmp	389	848	1313	1562	1989	2434	2820	3344	3681	4197	4465	4964	5478	5876	6237	6602	7144	7472	7852	8345	8655	9115	9608	9967	10411	10820	11248	11816	12079	12631	12884	13366	13695	14318	14715	15016	15363	15949	16436	16723	17224	17687	18097	18476	18743	19205	19686	20104	20589	21009	21443	21817	22239	22675	23069	23453	23915	24348	24685	25077	25475	25938	26295	26933	27314	27724	28116	28397	28942	29440	29839	30233	30524	31014	31466	31946	32187	32748	33054	33469	33877	34488	34790	35126	35680	36149	36381	36947	37220	37782	38218	38679	38997	39449	39772	40285	40727	41097	41639	42036	42243	42805	39.74604415893555	0.01458883285522461
10	27.35011100769043	stim	1		96.0	dur	8.0	./textures/oneOverF_texture_1_1024_1.bmp	389	848	1313	1562	1989	2434	2820	3344	3681	4197	4465	4964	5478	5876	6237	6602	7144	7472	7852	8345	8655	9115	9608	9967	10411	10820	11248	11816	12079	12631	12884	13366	13695	14318	14715	15016	15363	15949	16436	16723	17224	17687	18097	18476	18743	19205	19686	20104	20589	21009	21443	21817	22239	22675	23069	23453	23915	24348	24685	25077	25475	25938	26295	26933	27314	27724	28116	28397	28942	29440	29839	30233	30524	31014	31466	31946	32187	32748	33054	33469	33877	34488	34790	35126	35680	36149	36381	36947	37220	37782	38218	38679	38997	39449	39772	40285	40727	41097	41639	42036	42243	42805	39.76063299179077	0.026491165161132812
10	27.376602172851562	stim	2		384.0	dur	8.0	./textures/oneOverF_texture_1_1024_1.bmp	389	848	1313	1562	1989	2434	2820	3344	3681	4197	4465	4964	5478	5876	6237	6602	7144	7472	7852	8345	8655	9115	9608	9967	10411	10820	11248	11816	12079	12631	12884	13366	13695	14318	14715	15016	15363	15949	16436	16723	17224	17687	18097	18476	18743	19205	19686	20104	20589	21009	21443	21817	22239	22675	23069	23453	23915	24348	24685	25077	25475	25938	26295	26933	27314	27724	28116	28397	28942	29440	29839	30233	30524	31014	31466	31946	32187	32748	33054	33469	33877	34488	34790	35126	35680	36149	36381	36947	37220	37782	38218	38679	38997	39449	39772	40285	40727	41097	41639	42036	42243	42805	39.787124156951904	2.6750478744506836
10	27.930206060409546	pulse	2	t		dur	8.0	./textures/oneOverF_texture_1_1024_1.bmp	389	848	1313	1562	1989	2434	2820	3344	3681	4197	4465	4964	5478	5876	6237	6602	7144	7472	7852	8345	8655	9115	9608	9967	10411	10820	11248	11816	12079	12631	12884	13366	13695	14318	14715	15016	15363	15949	16436	16723	17224	17687	18097	18476	18743	19205	19686	20104	20589	21009	21443	21817	22239	22675	23069	23453	23915	24348	24685	25077	25475	25938	26295	26933	27314	27724	28116	28397	28942	29440	29839	30233	30524	31014	31466	31946	32187	32748	33054	33469	33877	34488	34790	35126	35680	36149	36381	36947	37220	37782	38218	38679	38997	39449	39772	40285	40727	41097	41639	42036	42243	42805	40.34072804450989	
