trial_nr	onset	event_type	phase	response	nr_frames	trial_type	stim_dur	oneOverF_texture_path	onset_abs	duration
999	0.005488872528076172	stim	0		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	41.19475293159485	0.0031499862670898438
999	0.008638858795166016	stim	1		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	41.19790291786194	0.0012230873107910156
999	0.009861946105957031	stim	2		0	dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	41.19912600517273	13.995592832565308
999	1.3140180110931396	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	42.50328207015991	
999	2.6306228637695312	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	43.819886922836304	
999	3.23065185546875	response	2	b		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	44.41991591453552	
999	3.947314977645874	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	45.13657903671265	
999	5.2639079093933105	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	46.45317196846008	
999	6.580641984939575	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	47.76990604400635	
999	7.897221803665161	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	49.086485862731934	
999	9.213917016983032	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	50.403181076049805	
999	9.430630922317505	response	2	b		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	50.61989498138428	
999	10.530566930770874	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	51.71983098983765	
999	11.8471839427948	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	53.03644800186157	
999	13.164175987243652	pulse	2	t		dur	0.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	54.353440046310425	
0	14.005454778671265	stim	0		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	55.19471883773804	0.4916701316833496
0	14.013909816741943	response	0	b		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	55.203173875808716	
0	14.480856895446777	pulse	0	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	55.67012095451355	
0	14.497124910354614	stim	1		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	55.68638896942139	0.8001079559326172
0	15.297232866287231	stim	2		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	56.486496925354004	2.491580009460449
0	15.805572986602783	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	56.994837045669556	
0	17.122212886810303	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_47.bmp	58.311476945877075	
1	17.78881287574768	stim	0		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	58.97807693481445	0.6582961082458496
1	18.438928842544556	pulse	0	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	59.62819290161133	
1	18.44710898399353	stim	1		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	59.6363730430603	0.7999629974365234
1	19.247071981430054	stim	2		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	60.436336040496826	10.39177393913269
1	19.7555148601532	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	60.94477891921997	
1	19.84714984893799	response	2	b		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	61.03641390800476	
1	21.07222580909729	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	62.26148986816406	
1	22.388872861862183	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	63.578136920928955	
1	23.705570936203003	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	64.89483499526978	
1	24.030571937561035	response	2	b		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	65.21983599662781	
1	25.02211093902588	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	66.21137499809265	
1	26.338934898376465	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	67.52819895744324	
1	27.655564785003662	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	68.84482884407043	
1	28.97226095199585	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	70.16152501106262	
1	29.15557289123535	response	2	b		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_96.bmp	70.34483695030212	
2	29.638845920562744	stim	0		0	isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	70.82810997962952	0.6582849025726318
2	30.288901805877686	pulse	0	t		isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	71.47816586494446	
2	30.297130823135376	stim	1		0	isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	71.48639488220215	0.8000631332397461
2	31.097193956375122	stim	2		0	isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	72.2864580154419	2.4920270442962646
2	31.605737924575806	pulse	2	t		isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	72.79500198364258	
2	32.92252993583679	pulse	2	t		isi	64.0	./textures/minmax/oneOverF_texture_1_1024_40.bmp	74.11179399490356	
3	33.58922100067139	stim	0		0	isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	74.77848505973816	0.6582498550415039
3	34.239322900772095	pulse	0	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	75.42858695983887	
3	34.24747085571289	stim	1		0	isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	75.43673491477966	0.799976110458374
3	35.047446966171265	stim	2		0	isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	76.23671102523804	6.441241025924683
3	35.07258582115173	response	2	b		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	76.2618498802185	
3	35.55593490600586	pulse	2	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	76.74519896507263	
3	36.87208080291748	pulse	2	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	78.06134486198425	
3	38.18872880935669	pulse	2	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	79.37799286842346	
3	39.505450963974	pulse	2	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	80.69471502304077	
3	39.580402851104736	response	2	b		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	80.76966691017151	
3	40.82207679748535	pulse	2	t		isi	4.0	./textures/minmax/oneOverF_texture_1_1024_91.bmp	82.01134085655212	
4	41.48868799209595	stim	0		0	isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	82.67795205116272	0.6582038402557373
4	42.13868594169617	pulse	0	t		isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	83.32795000076294	
4	42.146891832351685	stim	1		0	isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	83.33615589141846	0.8001251220703125
4	42.947016954422	stim	2		0	isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	84.13628101348877	3.8083300590515137
4	43.45542788505554	pulse	2	t		isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	84.64469194412231	
4	44.77207589149475	pulse	2	t		isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	85.96133995056152	
4	46.07209897041321	response	2	b		isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	87.26136302947998	
4	46.08900499343872	pulse	2	t		isi	16.0	./textures/minmax/oneOverF_texture_1_1024_32.bmp	87.2782690525055	
5	46.75534701347351	stim	0		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	87.94461107254028	0.6665468215942383
5	47.413726806640625	pulse	0	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	88.6029908657074	
5	47.42189383506775	stim	1		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	88.61115789413452	0.8000931739807129
5	48.22198700904846	stim	2		0	isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	89.41125106811523	5.1249778270721436
5	48.730395793914795	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	89.91965985298157	
5	50.04704189300537	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	91.23630595207214	
5	50.447030782699585	response	2	b		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	91.63629484176636	
5	51.363739013671875	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	92.55300307273865	
5	52.68030881881714	pulse	2	t		isi	2.0	./textures/minmax/oneOverF_texture_1_1024_35.bmp	93.86957287788391	
6	53.346964836120605	stim	0		0	isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	94.53622889518738	0.6582951545715332
6	53.997150897979736	pulse	0	t		isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	95.18641495704651	
6	54.00525999069214	stim	1		0	isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	95.19452404975891	0.8000829219818115
6	54.80534291267395	stim	2		0	isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	95.99460697174072	2.491663932800293
6	55.08038401603699	response	2	b		isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	96.26964807510376	
6	55.31375288963318	pulse	2	t		isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	96.50301694869995	
6	56.630472898483276	pulse	2	t		isi	32.0	./textures/minmax/oneOverF_texture_1_1024_49.bmp	97.81973695755005	
7	57.29700684547424	stim	0		0	dur	16.0	./textures/minmax/oneOverF_texture_1_1024_98.bmp	98.48627090454102	0.6583280563354492
7	57.94706678390503	pulse	0	t		dur	16.0	./textures/minmax/oneOverF_texture_1_1024_98.bmp	99.1363308429718	
7	57.95533490180969	stim	1		0	dur	16.0	./textures/minmax/oneOverF_texture_1_1024_98.bmp	99.14459896087646	0.7999429702758789
7	58.75527787208557	stim	2		0	dur	16.0	./textures/minmax/oneOverF_texture_1_1024_98.bmp	99.94454193115234	3.8083419799804688
7	59.26363492012024	pulse	2	t		dur	16.0	./textures/minmax/oneOverF_texture_1_1024_98.bmp	100.45289897918701	
