trial_nr	onset	event_type	phase	response	nr_frames	flicker_speed	onset_abs	duration
0	0.008270025253295898	stim	0		0.0	134.0	41.85690903663635	0.0020749568939208984
0	0.010344982147216797	stim	1		0.0	134.0	41.85898399353027	0.0010390281677246094
0	0.011384010314941406	stim	2		1709.0	134.0	41.860023021698	14.238476037979126
0	1.4912919998168945	pulse	2	t		134.0	43.33993101119995	
0	2.9917290210723877	pulse	2	t		134.0	44.840368032455444	
0	4.491780042648315	pulse	2	t		134.0	46.34041905403137	
0	5.991955041885376	pulse	2	t		134.0	47.84059405326843	
0	7.491734981536865	pulse	2	t		134.0	49.34037399291992	
0	8.983325004577637	response	2	b		134.0	50.83196401596069	
0	8.99160099029541	pulse	2	t		134.0	50.84024000167847	
0	10.491617918014526	pulse	2	t		134.0	52.34025692939758	
0	11.991570949554443	pulse	2	t		134.0	53.8402099609375	
0	13.483382940292358	response	2	b		134.0	55.332021951675415	
0	13.491654872894287	pulse	2	t		134.0	55.340293884277344	
1	14.249860048294067	stim	0		90.0	134.0	56.098499059677124	0.7499489784240723
1	14.99163007736206	pulse	0	t		134.0	56.84026908874512	
1	14.99980902671814	stim	1		1800.0	134.0	56.848448038101196	14.999663829803467
1	16.49123501777649	pulse	1	t		134.0	58.339874029159546	
1	17.991575002670288	pulse	1	t		134.0	59.840214014053345	
1	18.72452998161316	response	1	b		134.0	60.573168992996216	
1	19.491148948669434	pulse	1	t		134.0	61.33978796005249	
1	20.99160599708557	pulse	1	t		134.0	62.84024500846863	
1	22.49157691001892	pulse	1	t		134.0	64.34021592140198	
1	23.474946975708008	response	1	b		134.0	65.32358598709106	
1	23.991581916809082	pulse	1	t		134.0	65.84022092819214	
1	25.49158787727356	pulse	1	t		134.0	67.34022688865662	
1	26.991601943969727	pulse	1	t		134.0	68.84024095535278	
1	28.491572856903076	pulse	1	t		134.0	70.34021186828613	
1	28.8911190032959	response	1	b		134.0	70.73975801467896	
1	29.991533041000366	pulse	1	t		134.0	71.84017205238342	
1	29.999472856521606	stim	2		1711.0	134.0	71.84811186790466	14.258175134658813
1	31.491581916809082	pulse	2	t		134.0	73.34022092819214	
1	32.99154996871948	pulse	2	t		134.0	74.84018898010254	
1	34.199506998062134	response	2	b		134.0	76.04814600944519	
1	34.49154090881348	pulse	2	t		134.0	76.34017992019653	
1	35.99148893356323	pulse	2	t		134.0	77.84012794494629	
1	37.491523027420044	pulse	2	t		134.0	79.3401620388031	
1	38.83311986923218	response	2	b		134.0	80.68175888061523	
1	38.99151086807251	pulse	2	t		134.0	80.84014987945557	
1	40.49107789993286	pulse	2	t		134.0	82.33971691131592	
1	41.99108695983887	pulse	2	t		134.0	83.83972597122192	
1	43.016550064086914	response	2	b		134.0	84.86518907546997	
1	43.49102592468262	pulse	2	t		134.0	85.33966493606567	
2	44.25764799118042	stim	0		89.0	134.0	86.10628700256348	0.7417058944702148
2	44.991060972213745	pulse	0	t		134.0	86.8396999835968	
2	44.999353885650635	stim	1		1800.0	134.0	86.84799289703369	15.000424146652222
2	46.49144697189331	pulse	1	t		134.0	88.34008598327637	
2	47.99148392677307	pulse	1	t		134.0	89.84012293815613	
2	49.24140906333923	response	1	b		134.0	91.09004807472229	
2	49.49107503890991	pulse	1	t		134.0	91.33971405029297	
2	50.99106788635254	pulse	1	t		134.0	92.8397068977356	
2	52.49117684364319	pulse	1	t		134.0	94.33981585502625	
2	53.282679080963135	response	1	b		134.0	95.13131809234619	
2	53.990999937057495	pulse	1	t		134.0	95.83963894844055	
2	55.490959882736206	pulse	1	t		134.0	97.33959889411926	
2	56.99140501022339	pulse	1	t		134.0	98.84004402160645	
2	58.491410970687866	pulse	1	t		134.0	100.34004998207092	
2	58.924341917037964	response	1	b		134.0	100.77298092842102	
2	59.99147605895996	pulse	1	t		134.0	101.84011507034302	
2	59.999778032302856	stim	2		1711.0	134.0	101.84841704368591	14.258437871932983
2	61.49123287200928	pulse	2	t		134.0	103.33987188339233	
2	62.99150490760803	pulse	2	t		134.0	104.84014391899109	
2	64.49148607254028	pulse	2	t		134.0	106.34012508392334	
2	65.9915509223938	pulse	2	t		134.0	107.84018993377686	
2	67.49142789840698	pulse	2	t		134.0	109.34006690979004	
2	68.99140906333923	pulse	2	t		134.0	110.84004807472229	
2	70.49133086204529	pulse	2	t		134.0	112.33996987342834	
2	71.99142503738403	pulse	2	t		134.0	113.84006404876709	
2	73.49142098426819	pulse	2	t		134.0	115.34005999565125	
3	74.25821590423584	stim	0		89.0	134.0	116.1068549156189	0.7414360046386719
3	74.99138307571411	pulse	0	t		134.0	116.84002208709717	
3	74.99965190887451	stim	1		1801.0	134.0	116.84829092025757	15.007862091064453
3	76.49134492874146	pulse	1	t		134.0	118.33998394012451	
3	77.99096202850342	pulse	1	t		134.0	119.83960103988647	
3	79.49089884757996	pulse	1	t		134.0	121.33953785896301	
3	80.9913239479065	pulse	1	t		134.0	122.83996295928955	
3	82.49128794670105	pulse	1	t		134.0	124.3399269580841	
3	83.99131608009338	pulse	1	t		134.0	125.83995509147644	
3	85.49133706092834	pulse	1	t		134.0	127.3399760723114	
3	86.99131989479065	pulse	1	t		134.0	128.8399589061737	
3	88.49132204055786	pulse	1	t		134.0	130.33996105194092	
3	89.99092507362366	pulse	1	t		134.0	131.8395640850067	
3	90.00751399993896	stim	2		1710.0	134.0	131.85615301132202	14.249876976013184
3	91.49092197418213	pulse	2	t		134.0	133.33956098556519	
3	92.99091291427612	pulse	2	t		134.0	134.83955192565918	
3	94.49083590507507	pulse	2	t		134.0	136.33947491645813	
3	95.9908549785614	pulse	2	t		134.0	137.83949398994446	
3	97.4908139705658	pulse	2	t		134.0	139.33945298194885	
3	98.99082899093628	pulse	2	t		134.0	140.83946800231934	
3	100.49081897735596	pulse	2	t		134.0	142.339457988739	
3	101.99084401130676	pulse	2	t		134.0	143.83948302268982	
3	103.49082207679749	pulse	2	t		134.0	145.33946108818054	
4	104.25739097595215	stim	0		89.0	134.0	146.1060299873352	0.7416539192199707
4	104.99083590507507	pulse	0	t		134.0	146.83947491645813	
