trial_nr	onset	event_type	phase	response	nr_frames	flicker_speed	onset_abs	duration
dummy	0.008337974548339844	stim	0		0.0	134.0	41.047029972076416	0.0020751953125
dummy	0.010413169860839844	stim	1		0.0	134.0	41.049105167388916	0.0010650157928466797
dummy	0.011478185653686523	stim	2		2015.0	134.0	41.05017018318176	16.78851580619812
dummy	1.591660976409912	pulse	2	t		134.0	42.63035297393799	
dummy	3.1917190551757812	pulse	2	t		134.0	44.23041105270386	
dummy	4.791727066040039	pulse	2	t		134.0	45.830419063568115	
dummy	6.391753196716309	pulse	2	t		134.0	47.430445194244385	
dummy	7.991706132888794	pulse	2	t		134.0	49.03039813041687	
dummy	9.591691017150879	pulse	2	t		134.0	50.630383014678955	
dummy	11.19166612625122	pulse	2	t		134.0	52.2303581237793	
dummy	12.791830062866211	pulse	2	t		134.0	53.83052206039429	
dummy	14.39162302017212	pulse	2	t		134.0	55.430315017700195	
dummy	15.991629123687744	pulse	2	t		134.0	57.03032112121582	
0	16.799993991851807	stim	0		96.0	134.0	57.83868598937988	0.79994797706604
0	17.591610193252563	pulse	0	t		134.0	58.63030219078064	
0	17.599941968917847	stim	1		181.0	134.0	58.63863396644592	1.5082800388336182
0	19.108222007751465	stim	2		2028.0	134.0	60.14691400527954	16.899919033050537
0	19.19164204597473	pulse	2	t		134.0	60.23033404350281	
0	20.79171109199524	pulse	2	t		134.0	61.830403089523315	
0	22.391577005386353	pulse	2	t		134.0	63.43026900291443	
0	23.991639137268066	pulse	2	t		134.0	65.03033113479614	
0	25.591641187667847	pulse	2	t		134.0	66.63033318519592	
0	27.191612005233765	pulse	2	t		134.0	68.23030400276184	
0	28.79163098335266	pulse	2	t		134.0	69.83032298088074	
0	30.391640186309814	pulse	2	t		134.0	71.43033218383789	
0	31.9916250705719	pulse	2	t		134.0	73.03031706809998	
0	33.59154915809631	pulse	2	t		134.0	74.63024115562439	
0	35.19149708747864	pulse	2	t		134.0	76.23018908500671	
1	36.008141040802	stim	0		95.0	134.0	77.04683303833008	0.7917001247406006
1	36.79151010513306	pulse	0	t		134.0	77.83020210266113	
