trial_nr	onset	event_type	phase	response	nr_frames	flicker_speed	onset_abs	duration
dummy	0.008378982543945312	stim	0		0.0	134.0	53.66253209114075	0.002028942108154297
dummy	0.01040792465209961	stim	1		0.0	134.0	53.6645610332489	0.0010089874267578125
dummy	0.011416912078857422	stim	2		2015.0	134.0	53.66557002067566	16.788515090942383
dummy	1.5917079448699951	pulse	2	t		134.0	55.2458610534668	
dummy	3.1917600631713867	pulse	2	t		134.0	56.84591317176819	
dummy	4.791707992553711	pulse	2	t		134.0	58.44586110115051	
dummy	6.391716003417969	pulse	2	t		134.0	60.04586911201477	
dummy	7.99178409576416	pulse	2	t		134.0	61.64593720436096	
dummy	9.591738939285278	pulse	2	t		134.0	63.24589204788208	
dummy	11.191816091537476	pulse	2	t		134.0	64.84596920013428	
dummy	12.783838987350464	pulse	2	t		134.0	66.43799209594727	
dummy	14.383645057678223	pulse	2	t		134.0	68.03779816627502	
dummy	15.98371410369873	pulse	2	t		134.0	69.63786721229553	
0	16.79993200302124	stim	0		96.0	134.0	70.45408511161804	0.8000319004058838
0	17.591681957244873	pulse	0	t		134.0	71.24583506584167	
0	17.599963903427124	stim	1		361.0	134.0	71.25411701202393	3.008225202560425
0	19.191678047180176	pulse	1	t		134.0	72.84583115577698	
0	20.60818910598755	stim	2		1848.0	134.0	74.26234221458435	15.400040864944458
0	20.79169487953186	pulse	2	t		134.0	74.44584798812866	
0	22.39169192314148	pulse	2	t		134.0	76.04584503173828	
0	23.991623878479004	pulse	2	t		134.0	77.6457769870758	
0	25.59163498878479	pulse	2	t		134.0	79.24578809738159	
0	27.19175410270691	pulse	2	t		134.0	80.84590721130371	
0	28.78374409675598	pulse	2	t		134.0	82.43789720535278	
0	30.391700983047485	pulse	2	t		134.0	84.04585409164429	
0	31.983623027801514	pulse	2	t		134.0	85.63777613639832	
0	33.591630935668945	pulse	2	t		134.0	87.24578404426575	
0	35.1916389465332	pulse	2	t		134.0	88.84579205513	
1	36.00822997093201	stim	0		95.0	134.0	89.66238307952881	0.7916741371154785
1	36.79161190986633	pulse	0	t		134.0	90.44576501846313	
1	36.799904108047485	stim	1		361.0	134.0	90.45405721664429	3.0081729888916016
1	38.39154005050659	pulse	1	t		134.0	92.0456931591034	
1	39.80807709693909	stim	2		1656.0	134.0	93.46223020553589	13.799958944320679
1	39.991556882858276	pulse	2	t		134.0	93.64570999145508	
1	41.59174203872681	pulse	2	t		134.0	95.24589514732361	
1	43.19151496887207	pulse	2	t		134.0	96.84566807746887	
1	44.79159688949585	pulse	2	t		134.0	98.44574999809265	
1	46.3915810585022	pulse	2	t		134.0	100.045734167099	
1	47.991578102111816	pulse	2	t		134.0	101.64573121070862	
1	49.5915629863739	pulse	2	t		134.0	103.2457160949707	
1	51.19150710105896	pulse	2	t		134.0	104.84566020965576	
1	52.791502952575684	pulse	2	t		134.0	106.44565606117249	
2	53.608036041259766	stim	0		95.0	134.0	107.26218914985657	0.791748046875
2	54.39156198501587	pulse	0	t		134.0	108.04571509361267	
