target_times_s,target_times_f,response_times_s,response_times_f,resonse_diff_f
0.26666666666666666,32,0.3239781856536865,39,-7
4.266666666666667,512,3.70727801322937,445,67
4.266666666666667,512,3.9572250843048096,475,37
0.13333333333333333,16,0.5321450233459473,64,-48
2.1333333333333333,256,2.823902130126953,339,-83
0.5333333333333333,64,0.6740148067474365,81,-17
0.26666666666666666,32,0.6155850887298584,74,-42
2.1333333333333333,256,1.4739480018615723,177,79
1.0666666666666667,128,1.3406040668487549,161,-33
1.0666666666666667,128,1.057112216949463,127,1
0.26666666666666666,32,0.18224883079528809,22,10
0.13333333333333333,16,0.24048590660095215,29,-13
0.5333333333333333,64,0.4739649295806885,57,7
0.13333333333333333,16,0.1406559944152832,17,-1
1.0666666666666667,128,0.9739000797271729,117,11
1.0666666666666667,128,0.865562915802002,104,24
0.5333333333333333,64,0.45729994773864746,55,9
4.266666666666667,512,3.6404848098754883,437,75
0.5333333333333333,64,0.3905341625213623,47,17
0.13333333333333333,16,0.16553401947021484,20,-4
4.266666666666667,512,3.507138967514038,421,91
0.13333333333333333,16,0.14049506187438965,17,-1
1.0666666666666667,128,1.0070710182189941,121,7
1.0666666666666667,128,1.2489171028137207,150,-22
2.1333333333333333,256,2.1656241416931152,260,-4
0.26666666666666666,32,0.36558103561401367,44,-12
0.26666666666666666,32,0.23220109939575195,28,4
2.1333333333333333,256,2.482205867767334,298,-42
4.266666666666667,512,3.232268810272217,388,124
0.26666666666666666,32,0.20723700523376465,25,7
0.13333333333333333,16,0.14061594009399414,17,-1
2.1333333333333333,256,1.9572410583496094,235,21
2.1333333333333333,256,1.2238280773162842,147,109
0.26666666666666666,32,0.21561503410339355,26,6
2.1333333333333333,256,1.1155920028686523,134,122
2.1333333333333333,256,1.6656010150909424,200,56
0.5333333333333333,64,0.615731954574585,74,-10
2.1333333333333333,256,1.6073720455169678,193,63
0.5333333333333333,64,0.8821930885314941,106,-42
0.5333333333333333,64,0.8406920433044434,101,-37
1.0666666666666667,128,0.7072739601135254,85,43
0.13333333333333333,16,0.7322211265563965,88,-72
4.266666666666667,512,3.865607976913452,464,48
0.5333333333333333,64,0.29892396926879883,36,28
4.266666666666667,512,3.9906160831451416,479,33
0.26666666666666666,32,0.5654721260070801,68,-36
1.0666666666666667,128,1.473912000656128,177,-49
1.0666666666666667,128,0.7655940055847168,92,36
0.13333333333333333,16,0.6738841533660889,81,-65
0.5333333333333333,64,0.5322508811950684,64,0
0.26666666666666666,32,0.6571998596191406,79,-47
4.266666666666667,512,3.590512990951538,431,81
1.0666666666666667,128,1.223952054977417,147,-19
2.1333333333333333,256,1.8489890098571777,222,34
0.5333333333333333,64,0.8655679225921631,104,-40
0.13333333333333333,16,0.12404894828796387,15,1
0.26666666666666666,32,0.507174015045166,61,-29
4.266666666666667,512,3.457245111465454,415,97
4.266666666666667,512,2.182258129119873,262,250
0.13333333333333333,16,0.17383503913879395,21,-5
