trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.15833806991577148	stim	0		119	50.737447023391724	0.9916229248046875
0	1.149960994720459	stim	1		70	51.72906994819641	0.5826630592346191
0	1.7326240539550781	stim	2		256	52.31173300743103	2.133419990539551
0	3.866044044494629	stim	3		60	54.44515299797058	0.5002579689025879
0	4.366302013397217	stim	4		66	54.94541096687317	2.201936960220337
0	4.899909019470215	response	4	space		55.47901797294617	
0	6.568238973617554	stim	5		60	57.147347927093506	0.49796509742736816
1	7.066204071044922	stim	0		120	57.645313024520874	0.9999849796295166
1	8.066189050674438	stim	1		61	58.64529800415039	0.5081429481506348
1	8.574331998825073	stim	2		64	59.153440952301025	0.5333778858184814
1	9.107709884643555	stim	3		60	59.68681883811951	0.5001800060272217
1	9.607889890670776	stim	4		142	60.18699884414673	2.235337018966675
1	10.7747220993042	response	4	space		61.35383105278015	
1	11.843226909637451	stim	5		60	62.4223358631134	0.4980201721191406
2	12.341247081756592	stim	0		120	62.920356035232544	1.0000059604644775
2	13.34125304222107	stim	1		56	63.92036199569702	0.4663538932800293
2	13.807606935501099	stim	2		128	64.38671588897705	1.0667109489440918
2	14.87431788444519	stim	3		60	65.45342683792114	0.5002140998840332
2	15.374531984329224	stim	4		60	65.95364093780518	1.6187129020690918
2	15.858016967773438	response	4	space		66.43712592124939	
2	16.993244886398315	stim	5		60	67.57235383987427	0.49793410301208496
3	17.4911789894104	stim	0		120	68.07028794288635	1.0000081062316895
3	18.49118709564209	stim	1		74	69.07029604911804	0.6163599491119385
3	19.10754704475403	stim	2		256	69.68665599822998	2.133431911468506
3	21.240978956222534	stim	3		60	71.82008790969849	0.5001709461212158
3	21.74114990234375	stim	4		47	72.3202588558197	2.168692111968994
3	22.116183042526245	response	4	space		72.6952919960022	
3	23.909842014312744	stim	5		60	74.4889509677887	0.4979560375213623
4	24.407798051834106	stim	0		120	74.98690700531006	0.9999969005584717
4	25.407794952392578	stim	1		57	75.98690390586853	0.47467994689941406
4	25.882474899291992	stim	2		16	76.46158385276794	0.1334071159362793
4	26.01588201522827	stim	3		60	76.59499096870422	0.5001630783081055
4	26.516045093536377	stim	4		184	77.09515404701233	2.02703595161438
4	28.032809019088745	response	4	space		78.6119179725647	
4	28.543081045150757	stim	5		60	79.12218999862671	0.49800586700439453
5	29.04108691215515	stim	0		120	79.6201958656311	0.9999830722808838
5	30.041069984436035	stim	1		73	80.62017893791199	0.6080360412597656
5	30.6491060256958	stim	2		16	81.22821497917175	0.13340187072753906
5	30.78250789642334	stim	3		60	81.36161684989929	0.5002360343933105
5	31.28274393081665	stim	4		106	81.8618528842926	1.1186561584472656
5	32.14948296546936	response	4	space		82.72859191894531	
5	32.401400089263916	stim	5		60	82.98050904273987	0.49794888496398926
6	32.899348974227905	stim	0		120	83.47845792770386	0.9999899864196777
6	33.89933896064758	stim	1		62	84.47844791412354	0.5164589881896973
6	34.41579794883728	stim	2		32	84.99490690231323	0.26666808128356934
6	34.68246603012085	stim	3		60	85.2615749835968	0.5001840591430664
6	35.182650089263916	stim	4		116	85.76175904273987	1.39373779296875
6	36.13275408744812	response	4	space		86.71186304092407	
6	36.576387882232666	stim	5		60	87.15549683570862	0.49797511100769043
7	37.074362993240356	stim	0		120	87.65347194671631	0.9999818801879883
7	38.074344873428345	stim	1		74	88.6534538269043	0.6163790225982666
7	38.69072389602661	stim	2		512	89.26983284950256	4.266741037368774
7	42.957464933395386	stim	3		60	93.53657388687134	0.5001780986785889
7	43.457643032073975	stim	4		62	94.03675198554993	3.185317039489746
7	43.95776104927063	response	4	space		94.53687000274658	
7	46.64296007156372	stim	5		60	97.22206902503967	0.49805402755737305
8	47.141014099121094	stim	0		120	97.72012305259705	0.9999439716339111
8	48.140958070755005	stim	1		61	98.72006702423096	0.5080339908599854
8	48.64899206161499	stim	2		512	99.22810101509094	4.266672849655151
8	52.91566491127014	stim	3		60	103.4947738647461	0.5001981258392334
8	53.415863037109375	stim	4		90	103.99497199058533	3.885324001312256
8	54.1492760181427	response	4	space		104.72838497161865	
8	57.30118703842163	stim	5		60	107.88029599189758	0.4979689121246338
9	57.799155950546265	stim	0		120	108.37826490402222	1.000049114227295
9	58.79920506477356	stim	1		72	109.37831401824951	0.5996968746185303
9	59.39890193939209	stim	2		256	109.97801089286804	2.1333670616149902
9	61.53226900100708	stim	3		60	112.11137795448303	0.5003108978271484
9	62.03257989883423	stim	4		66	112.61168885231018	3.201920986175537
9	62.56588387489319	response	4	space		113.14499282836914	
9	65.23450088500977	stim	5		60	115.81360983848572	0.49793505668640137
10	65.73243594169617	stim	0		120	116.31154489517212	1.0000121593475342
