trial_nr	onset	event_type	phase	response	nr_frames	onset_abs	duration
0	0.12501192092895508	stim	0		119	182.071270942688	0.991703987121582
0	1.116715908050537	stim	1		78	183.06297492980957	0.6493289470672607
0	1.7660448551177979	stim	2		64	183.71230387687683	0.5333919525146484
0	2.2994368076324463	stim	3		60	184.24569582939148	0.5001561641693115
0	2.799592971801758	stim	4		58	184.7458519935608	1.1353809833526611
0	3.2664058208465576	response	4	space		185.2126648426056	
0	3.934973955154419	stim	5		60	185.88123297691345	0.49794483184814453
1	4.4329187870025635	stim	0		120	186.3791778087616	0.9999971389770508
1	5.432915925979614	stim	1		74	187.37917494773865	0.6163308620452881
1	6.049246788024902	stim	2		256	187.99550580978394	2.133472204208374
1	8.182718992233276	stim	3		60	190.1289780139923	0.5002608299255371
1	8.682979822158813	stim	4		60	190.62923884391785	2.5852651596069336
1	9.166335821151733	response	4	space		191.11259484291077	
1	11.268244981765747	stim	5		60	193.21450400352478	0.4979557991027832
2	11.76620078086853	stim	0		120	193.71245980262756	1.0
2	12.76620078086853	stim	1		70	194.71245980262756	0.5830330848693848
2	13.349233865737915	stim	2		512	195.29549288749695	4.2667460441589355
2	17.61597990989685	stim	3		60	199.56223893165588	0.5001449584960938
2	18.116124868392944	stim	4		70	200.06238389015198	3.393744945526123
2	18.682966947555542	response	4	space		200.62922596931458	
2	21.509869813919067	stim	5		60	203.4561288356781	0.49797797203063965
3	22.007847785949707	stim	0		120	203.95410680770874	1.0000171661376953
3	23.007864952087402	stim	1		67	204.95412397384644	0.5579569339752197
3	23.565821886062622	stim	2		256	205.51208090782166	2.133418083190918
3	25.69923996925354	stim	3		60	207.64549899101257	0.5001938343048096
3	26.19943380355835	stim	4		82	208.14569282531738	1.9186639785766602
3	26.86620783805847	response	4	space		208.8124668598175	
3	28.11809778213501	stim	5		60	210.06435680389404	0.4979681968688965
4	28.616065979003906	stim	0		120	210.56232500076294	1.0000150203704834
4	29.61608099937439	stim	1		70	211.56234002113342	0.5830309391021729
4	30.199111938476562	stim	2		16	212.1453709602356	0.13355207443237305
4	30.332664012908936	stim	3		60	212.27892303466797	0.5001039505004883
4	30.832767963409424	stim	4		89	212.77902698516846	0.9436750411987305
4	31.557920932769775	response	4	space		213.5041799545288	
4	31.776443004608154	stim	5		60	213.7227020263672	0.4979889392852783
5	32.27443194389343	stim	0		120	214.22069096565247	0.9999680519104004
5	33.27439999580383	stim	1		69	215.22065901756287	0.5746839046478271
5	33.84908390045166	stim	2		512	215.7953429222107	4.266663074493408
5	38.11574697494507	stim	3		60	220.0620059967041	0.5002279281616211
5	38.52469778060913	response	3	space		220.47095680236816	
5	38.61597490310669	stim	4		65	220.56223392486572	3.30204701423645
5	39.14108490943909	response	4	space		221.08734393119812	
5	41.91802191734314	stim	5		60	223.86428093910217	0.4979870319366455
6	42.416008949279785	stim	0		120	224.36226797103882	1.0000009536743164
6	43.4160099029541	stim	1		60	225.36226892471313	0.499675989151001
6	43.9156858921051	stim	2		128	225.86194491386414	1.0667181015014648
6	44.98240399360657	stim	3		60	226.9286630153656	0.5001978874206543
6	45.48260188102722	stim	4		61	227.42886090278625	1.5520451068878174
6	45.97451400756836	response	4	space		227.9207730293274	
6	47.03464698791504	stim	5		60	228.98090600967407	0.4979698657989502
7	47.53261685371399	stim	0		120	229.47887587547302	0.9999661445617676
7	48.53258299827576	stim	1		57	230.4788420200348	0.474733829498291
7	49.00731682777405	stim	2		32	230.95357584953308	0.26681017875671387
7	49.27412700653076	stim	3		60	231.2203860282898	0.5001537799835205
7	49.77428078651428	stim	4		94	231.72053980827332	1.4103140830993652
7	50.54105997085571	response	4	space		232.48731899261475	
7	51.18459486961365	stim	5		60	233.13085389137268	0.49797701835632324
8	51.68257188796997	stim	0		120	233.628830909729	0.999993085861206
8	52.68256497383118	stim	1		64	234.6288239955902	0.5330469608306885
8	53.215611934661865	stim	2		64	235.1618709564209	0.5333778858184814
8	53.74898982048035	stim	3		60	235.69524884223938	0.5002100467681885
8	54.249199867248535	stim	4		97	236.19545888900757	1.4020459651947021
8	55.04104280471802	response	4	space		236.98730182647705	
8	55.65124583244324	stim	5		60	237.59750485420227	0.4979989528656006
9	56.14924478530884	stim	0		120	238.09550380706787	0.9999361038208008
9	57.14918088912964	stim	1		54	239.09543991088867	0.4497239589691162
9	57.598904848098755	stim	2		16	239.5451638698578	0.1337721347808838
9	57.73267698287964	stim	3		60	239.67893600463867	0.49984097480773926
9	58.23251795768738	stim	4		92	240.1787769794464	0.8834660053253174
9	58.98265480995178	response	4	space		240.92891383171082	
9	59.115983963012695	stim	5		60	241.06224298477173	0.4998288154602051
10	59.6158127784729	stim	0		120	241.56207180023193	1.0000581741333008
10	60.6158709526062	stim	1		70	242.56212997436523	0.5830199718475342
10	61.198890924453735	stim	2		128	243.14514994621277	1.0667378902435303
10	62.265628814697266	stim	3		60	244.2118878364563	0.5001859664916992
10	62.765814781188965	stim	4		72	244.712073802948	2.04372501373291
10	63.34928894042969	response	4	space		245.29554796218872	
10	64.80953979492188	stim	5		60	246.7557988166809	0.4979870319366455
11	65.30752682685852	stim	0		120	247.25378584861755	1.0000040531158447
11	66.30753087997437	stim	1		77	248.2537899017334	0.6413099765777588
11	66.94884085655212	stim	2		256	248.89509987831116	2.1333820819854736
11	69.0822229385376	stim	3		60	251.02848196029663	0.5002310276031494
11	69.58245396614075	stim	4		80	251.52871298789978	2.2770040035247803
11	70.23263001441956	response	4	space		252.1788890361786	
11	71.85945796966553	stim	5		60	253.80571699142456	0.49809789657592773
12	72.35755586624146	stim	0		120	254.3038148880005	0.9999120235443115
12	73.35746788978577	stim	1		61	255.3037269115448	0.5080211162567139
12	73.86548900604248	stim	2		256	255.8117480278015	2.133382797241211
12	75.99887180328369	stim	3		60	257.9451308250427	0.5001630783081055
12	76.4990348815918	stim	4		44	258.44529390335083	1.8770489692687988
