trial 00,trial 01,trial 02,trial 03,trial 04,trial 05,trial 06,trial 07,trial 08,trial 09,trial 10,trial 11,trial 12,trial 13,trial 14,trial 15,trial 16,trial 17,trial 18,trial 19,trial 20,trial 21,trial 22,trial 23,trial 24,trial 25,trial 26,trial 27,trial 28,trial 29,trial 30,trial 31,trial 32,trial 33,trial 34,trial 35,trial 36,trial 37,trial 38
42.53590989112854,55.71078586578369,60.97739386558533,72.82764387130737,76.77778196334839,82.04405498504639,87.31898903846741,93.90233588218689,100.4856288433075,111.01882696151733,114.96883296966553,122.87711906433105,126.8272180557251,136.04373788833618,143.9437439441681,151.85198593139648,155.80191683769226,159.75199604034424,167.65192294120789,176.86852502822876,182.14355206489563,193.99346804618835,199.26020884513855,205.84346103668213,209.79341387748718,228.235013961792,242.71864986419678,249.30983591079712,258.5265748500824,275.6431269645691,280.91812205314636,296.7183518409729,300.6678159236908,311.2096428871155,315.1595540046692,320.42621207237244,330.95955204963684,337.54284286499023,341.50120401382446
42.544219970703125,55.71909785270691,60.98572492599487,72.83600401878357,76.78555703163147,82.05230402946472,87.32733106613159,93.91058802604675,100.49394202232361,111.0272970199585,114.97728395462036,122.88549900054932,126.83556294441223,136.05198407173157,143.95206689834595,151.86042189598083,155.81037998199463,159.7603690624237,167.66030097007751,176.87690496444702,182.15191507339478,194.0019018650055,199.2684018611908,205.85181784629822,209.80171489715576,228.24330401420593,242.72700905799866,249.31819200515747,258.53483605384827,275.6513829231262,280.92639088630676,296.7267918586731,300.67670798301697,311.217875957489,315.16795802116394,320.43460607528687,330.9677360057831,337.55120491981506,341.50947284698486
42.55259990692139,55.72741484642029,60.99408006668091,72.84432792663574,76.79445600509644,82.0606758594513,87.33572292327881,93.91900086402893,100.50225901603699,111.03548002243042,114.98549389839172,122.89378595352173,126.84384894371033,136.06046295166016,143.96044492721558,151.86874198913574,155.8186810016632,159.76856994628906,167.66864490509033,176.88528990745544,182.16023588180542,194.01017498970032,199.2768099308014,205.86010789871216,209.81010603904724,228.25162386894226,242.7353138923645,249.32650804519653,258.54310488700867,275.6597628593445,280.93476486206055,296.7350330352783,300.68502593040466,311.2262239456177,315.17628598213196,320.44279193878174,330.97614192962646,337.55948996543884,341.51781392097473
42.56088304519653,55.7358078956604,61.00243902206421,72.85259199142456,76.80277490615845,82.06892490386963,87.34411001205444,93.92729997634888,100.51055884361267,111.04384803771973,114.99383497238159,122.90221190452576,126.85221600532532,136.0686550140381,143.96872997283936,151.8769519329071,155.8270070552826,159.77702593803406,167.6768729686737,176.89351797103882,182.16858887672424,194.01845502853394,199.28510403633118,205.86840200424194,209.8184039592743,228.25994086265564,242.7436718940735,249.33484601974487,258.55149507522583,275.6681559085846,280.94302201271057,296.7433760166168,300.6934218406677,311.2346248626709,315.1844730377197,320.45117688179016,330.98450684547424,337.5677230358124,341.5261080265045
42.569297075271606,55.7442090511322,61.01076793670654,72.86107993125916,76.81111407279968,82.07730889320374,87.3523519039154,93.93561100959778,100.51886701583862,111.05233001708984,115.00217890739441,122.91046595573425,126.86054992675781,136.07706093788147,143.9770588874817,151.88546204566956,155.83537101745605,159.78542184829712,167.68528389930725,176.9018440246582,182.17689085006714,194.02686500549316,199.29349088668823,205.8767819404602,209.82674598693848,228.26839399337769,242.7519998550415,249.34318089485168,258.5598909854889,275.67635107040405,280.95138788223267,296.75166606903076,300.7017090320587,311.2428638935089,315.19301104545593,320.4595408439636,330.99282693862915,337.5761480331421,341.5344948768616
42.57755899429321,55.75246000289917,61.01906490325928,72.8693540096283,76.8194489479065,82.08563995361328,87.36072087287903,93.94394898414612,100.52733588218689,111.06055402755737,115.01050305366516,122.91879892349243,126.86892294883728,136.08532691001892,143.98534989356995,151.8937439918518,155.8437168598175,159.79361391067505,167.69359588623047,176.91027784347534,182.18525886535645,194.03520488739014,199.30185103416443,205.88517689704895,209.83506894111633,228.2765929698944,242.7603199481964,249.35147786140442,258.5681438446045,275.6848180294037,280.9598009586334,296.76007890701294,300.7095248699188,311.25117588043213,315.20120000839233,320.46782302856445,331.00124502182007,337.584450006485,341.54279088974
42.5858678817749,55.760716915130615,61.0274019241333,72.87769603729248,76.82779097557068,82.09408688545227,87.36905097961426,93.95223498344421,100.53554701805115,111.06885004043579,115.01878690719604,122.92722201347351,126.87717890739441,136.09373593330383,143.99371790885925,151.9019799232483,155.8519630432129,159.802011013031,167.70197105407715,176.91854000091553,182.19358897209167,194.04346299171448,199.31018996238708,205.89336800575256,209.84337306022644,228.28495693206787,242.76870203018188,249.35992002487183,258.57649993896484,275.6930959224701,280.96803307533264,296.76842498779297,300.7177999019623,311.25955605506897,315.209557056427,320.476194858551,331.00944900512695,337.59275794029236,341.55105996131897
42.59419894218445,55.76922798156738,61.03575801849365,72.88596987724304,76.83615803718567,82.10228395462036,87.37738394737244,93.96075487136841,100.54388999938965,111.07726287841797,115.0272798538208,122.93541097640991,126.88557195663452,136.1020519733429,144.0020079612732,151.9104518890381,155.86030101776123,159.81030702590942,167.7102348804474,176.92699098587036,182.20193195343018,194.05184984207153,199.31840801239014,205.90181589126587,209.85176301002502,228.29325795173645,242.77701091766357,249.36812901496887,258.5849440097809,275.70138692855835,280.97635984420776,296.77670192718506,300.72671484947205,311.2678599357605,315.2178258895874,320.48459100723267,331.017893075943,337.6012740135193,341.55940294265747
42.60254406929016,55.77738094329834,61.0440309047699,72.89436197280884,76.84444284439087,82.11074900627136,87.3856430053711,93.96900987625122,100.55231189727783,111.08550596237183,115.03552985191345,122.9437620639801,126.89388704299927,136.11034893989563,144.01033091545105,151.91872692108154,155.8686740398407,159.81867098808289,167.71867084503174,176.9351909160614,182.21027994155884,194.0601680278778,199.32688093185425,205.91008186340332,209.86012506484985,228.30163598060608,242.78537893295288,249.37654995918274,258.59326791763306,275.7097990512848,280.98476791381836,296.7849988937378,300.73450684547424,311.27622985839844,315.22628903388977,320.49288296699524,331.02615904808044,337.60942792892456,341.5678038597107
42.61085391044617,55.78584694862366,61.052407026290894,72.90264105796814,76.85279297828674,82.11894297599792,87.39395189285278,93.97725296020508,100.56068301200867,111.09388589859009,115.04387593269348,122.95219802856445,126.90223598480225,136.11887001991272,144.01873993873596,151.92705297470093,155.87690901756287,159.82691287994385,167.72697806358337,176.94350504875183,182.218505859375,194.0684380531311,199.33514785766602,205.91839694976807,209.86844301223755,228.3099880218506,242.79368805885315,249.3848729133606,258.6016330718994,275.7181730270386,280.99301290512085,296.793349981308,300.7428469657898,311.2845630645752,315.2344889640808,320.50121092796326,331.03460001945496,337.6178140640259,341.5761389732361
